Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
MIMOSA TERRACE,"2,500,000","1,614.60","1,548",01-Sep-20,11 MIMOSA VIEW,Resale,Land,150,"16,667",-,Terrace House,1,Freehold,2004,Private,805591,28,80,North East Region,Serangoon
COSTA RHU,"2,240,000","1,776.06","1,261",01-Sep-20,5 RHU CROSS #09-04,Resale,Strata,165,"13,576",-,Condominium,1,99 yrs from 30/05/1994,1997,Private,437434,15,43,Central Region,Kallang
THE ARCADIA,"3,200,000","3,821.22",837,01-Sep-20,237 ARCADIA ROAD #02-02,Resale,Strata,355,"9,014",-,Condominium,1,99 yrs from 17/08/1979,1983,Private,289844,11,28,Central Region,Bukit Timah
LIVIA,"1,490,000","1,743.77",854,01-Sep-20,71 PASIR RIS GROVE #01-21,Resale,Strata,162,"9,198",-,Condominium,1,99 yrs from 07/01/2008,2011,Private,518205,18,51,East Region,Pasir Ris
IDYLLIC RESIDENCES,"1,838,000","1,797.59","1,022",01-Sep-20,52 LORONG M TELOK KURAU #05-01,Resale,Strata,167,"11,006",-,Apartment,1,Freehold,2009,Private,425346,15,42,East Region,Bedok
LA VIDA @ 130,"595,000",484.38,"1,228",01-Sep-20,130 LORONG K TELOK KURAU #04-05,Resale,Strata,45,"13,222",-,Apartment,1,Freehold,2014,Private,425769,15,42,East Region,Bedok
THE ARTE,"2,550,000","1,872.94","1,361",01-Sep-20,21 JALAN RAJA UDANG #08-01,Resale,Strata,174,"14,655",-,Condominium,1,Freehold,2010,Private,329215,12,32,Central Region,Novena
SKY VUE,"1,378,000",828.83,"1,663",01-Sep-20,1 BISHAN STREET 15 #15-06,Resale,Strata,77,"17,896",-,Condominium,1,99 yrs from 04/03/2013,2016,Private,573910,20,57,Central Region,Bishan
PARC OASIS,"945,000","1,076.40",878,01-Sep-20,51 JURONG EAST AVENUE 1 #17-03,Resale,Strata,100,"9,450",-,Condominium,1,99 yrs from 01/12/1991,1994,HDB,609782,22,60,West Region,Jurong East
DUNEARN ESTATE,"8,800,000","4,789.98","1,837",01-Sep-20,72B TREVOSE CRESCENT,Resale,Land,445,"19,775",-,Detached House,1,Freehold,2006,Private,297745,11,29,Central Region,Novena
HEDGES PARK CONDOMINIUM,"960,000","1,076.40",892,01-Sep-20,75 FLORA DRIVE #06-13,Resale,Strata,100,"9,600",-,Condominium,1,99 yrs from 28/07/2010,2015,Private,506883,17,50,East Region,Pasir Ris
THE CREST,"2,262,500","1,140.98","1,983",01-Sep-20,103 PRINCE CHARLES CRESCENT #04-10,Resale,Strata,106,"21,344",-,Condominium,1,99 yrs from 21/12/2012,2017,HDB,159018,3,15,Central Region,Bukit Merah
THE CREST,"2,175,300","1,194.80","1,821",01-Sep-20,103 PRINCE CHARLES CRESCENT #03-12,Resale,Strata,111,"19,597",-,Condominium,1,99 yrs from 21/12/2012,2017,Private,159018,3,15,Central Region,Bukit Merah
PRESTIGE LOFT,"1,330,000","1,506.96",883,01-Sep-20,286 TELOK KURAU ROAD #05-05,Resale,Strata,140,"9,500",-,Apartment,1,Freehold,2010,HDB,423911,15,42,East Region,Bedok
AUSTVILLE RESIDENCES,"935,000","1,022.58",914,01-Sep-20,21 SENGKANG EAST AVENUE #10-24,Resale,Strata,95,"9,842",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544809,19,54,North East Region,Sengkang
WATERMARK ROBERTSON QUAY,"1,800,000",925.7,"1,944",01-Sep-20,1 RODYK STREET #05-12,Resale,Strata,86,"20,930",-,Apartment,1,Freehold,2008,Private,238212,9,23,Central Region,Singapore River
RIVERVALE CREST,"735,000",990.29,742,01-Sep-20,5 RIVERVALE CRESCENT #09-12,Resale,Strata,92,"7,989",-,Apartment,1,99 yrs from 06/12/1997,2002,Private,545084,19,54,North East Region,Sengkang
BELLERIVE,"2,168,000","1,237.86","1,751",01-Sep-20,9 KENG CHIN ROAD #08-03,Resale,Strata,115,"18,852",-,Apartment,1,Freehold,2011,Private,258711,10,25,Central Region,Tanglin
THE TAMPINES TRILLIANT,"1,025,000","1,001.05","1,024",01-Sep-20,29 TAMPINES CENTRAL 7 #02-37,Resale,Strata,93,"11,022",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528612,18,52,East Region,Tampines
WATERCOLOURS,"875,000","1,001.05",874,01-Sep-20,25 PASIR RIS LINK #10-11,Resale,Strata,93,"9,409",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,Private,518150,18,51,East Region,Pasir Ris
GRANDEUR 8,"1,280,000","1,194.80","1,071",01-Sep-20,12 ANG MO KIO CENTRAL 3 #10-17,Resale,Strata,111,"11,532",-,Condominium,1,99 yrs from 16/07/2002,2005,Private,567746,20,56,North East Region,Ang Mo Kio
SEVEN OAKS,"21,000,000","17,404.31","1,207",01-Sep-20,860 OLD HOLLAND ROAD,Resale,Land,"1,616.90","12,988",-,Detached House,1,Freehold,1998,Private,278695,10,27,Central Region,Bukit Timah
SOUTHAVEN I,"1,250,000","1,302.44",960,01-Sep-20,43 HINDHEDE WALK #02-08,Resale,Strata,121,"10,331",-,Condominium,1,99 yrs from 01/08/1994,1997,Private,587973,21,58,West Region,Bukit Panjang
LEONIE SUITES,"1,540,000",936.47,"1,644",01-Sep-20,21 LEONIE HILL #08-02,Resale,Strata,87,"17,701",-,Apartment,1,99 yrs from 07/01/2002,2006,Private,239223,9,23,Central Region,River Valley
N.A.,"6,080,000","4,012.82","1,515",01-Sep-20,347 YIO CHU KANG ROAD,Resale,Land,372.8,"16,309",-,Semi-Detached House,1,999 yrs from 01/01/1879,-,Private,805917,28,80,North East Region,Serangoon
PINEWOOD GARDENS,"3,100,000","1,679.18","1,846",01-Sep-20,23 BALMORAL PARK #05-04,Resale,Strata,156,"19,872",-,Condominium,1,Freehold,1990,Private,259852,10,25,Central Region,Tanglin
MARINA ONE RESIDENCES,"4,322,311","1,539.25","2,808",01-Sep-20,21 MARINA WAY #26-15,Resale,Strata,143,"30,226",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,18978,1,1,Central Region,Downtown Core
AXIS @ SIGLAP,"1,420,000","1,711.48",830,01-Sep-20,59 EAST COAST TERRACE #05-04,Resale,Strata,159,"8,931",-,Apartment,1,Freehold,2009,Private,458950,15,45,East Region,Bedok
THE TRILLIUM,"5,025,000","2,217.38","2,266",01-Sep-20,116 KIM SENG ROAD #15-05,Resale,Strata,206,"24,393",-,Condominium,1,Freehold,2010,Private,239434,9,23,Central Region,Singapore River
THE GALE,"968,000","1,044.11",927,01-Sep-20,74 FLORA ROAD #05-29,Resale,Strata,97,"9,979",-,Condominium,1,Freehold,2013,Private,506916,17,50,East Region,Pasir Ris
TANAMERA CREST,"940,000","1,194.80",787,01-Sep-20,6 PARI DEDAP WALK #06-05,Resale,Strata,111,"8,468",-,Condominium,1,99 yrs from 20/06/2000,2004,HDB,486060,16,48,East Region,Bedok
HAZEL PARK CONDOMINIUM,"1,230,000","1,205.57","1,020",01-Sep-20,29 HAZEL PARK TERRACE #01-05,Resale,Strata,112,"10,982",-,Condominium,1,999 yrs from 25/09/1882,2000,Private,678950,23,67,West Region,Bukit Panjang
MARTIN NO 38,"9,200,000","4,391.71","2,095",01-Sep-20,38 MARTIN ROAD #15-01,Resale,Strata,408,"22,549",-,Apartment,1,Freehold,2011,Private,239059,9,23,Central Region,River Valley
TWIN WATERFALLS,"1,350,000","1,237.86","1,091",01-Sep-20,118 PUNGGOL WALK #15-37,Resale,Strata,115,"11,739",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828769,19,82,North East Region,Punggol
JUNIPER HILL,"1,523,000",592.02,"2,573",01-Sep-20,39 EWE BOON ROAD #07-02,New Sale,Strata,55,"27,691",-,Apartment,1,Freehold,Uncompleted,N.A,259334,10,25,Central Region,Tanglin
RIVIERA RESIDENCES,"1,750,000","1,216.33","1,439",01-Sep-20,15 RIVIERA DRIVE #04-18,Resale,Strata,113,"15,487",-,Condominium,1,Freehold,2007,Private,467205,16,46,East Region,Bedok
NUOVO,"1,100,000","1,119.46",983,01-Sep-20,25 ANG MO KIO AVENUE 9 #16-16,Resale,Strata,104,"10,577",-,Executive Condominium,1,99 yrs from 02/05/2001,2004,Private,569788,20,56,North East Region,Ang Mo Kio
THE TEMBUSU,"1,725,000","1,044.11","1,652",01-Sep-20,107C TAMPINES ROAD #08-19,Resale,Strata,97,"17,784",-,Condominium,1,Freehold,2016,Private,534007,19,53,North East Region,Hougang
N.A.,"3,600,000","2,941.80","1,224",01-Sep-20,158 EVERITT ROAD,Resale,Land,273.3,"13,172",-,Terrace House,1,Freehold,1972,Private,428688,15,42,Central Region,Marine Parade
RIPPLE BAY,"760,000",785.77,967,01-Sep-20,6 PASIR RIS LINK #08-22,Resale,Strata,73,"10,411",-,Condominium,1,99 yrs from 10/08/2011,2015,HDB,518161,18,51,East Region,Pasir Ris
ECO SANCTUARY,"985,000",775.01,"1,271",01-Sep-20,63 CHESTNUT AVENUE #20-09,Resale,Strata,72,"13,681",-,Condominium,1,99 yrs from 25/04/2012,2016,HDB,679523,23,67,West Region,Bukit Panjang
THE TAMPINES TRILLIANT,"1,125,000","1,130.22",995,01-Sep-20,27 TAMPINES CENTRAL 7 #04-35,Resale,Strata,105,"10,714",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528611,18,52,East Region,Tampines
DUET,"2,700,000","1,743.77","1,548",01-Sep-20,80 HOLLAND ROAD #05-03,Resale,Strata,162,"16,667",-,Condominium,1,Freehold,2005,HDB,258875,10,25,Central Region,Tanglin
THE SIXTH AVENUE RESIDENCES,"2,900,000","1,786.82","1,623",01-Sep-20,172 SIXTH AVENUE #01-32,Resale,Strata,166,"17,470",-,Condominium,1,Freehold,2009,Private,276545,10,27,Central Region,Bukit Timah
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",02-Sep-20,17 BIDADARI PARK DRIVE #09-11,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367806,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,337,000",699.66,"1,911",02-Sep-20,19 BIDADARI PARK DRIVE #11-16,New Sale,Strata,65,"20,569",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367794,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,078,000",570.49,"1,890",02-Sep-20,21 BIDADARI PARK DRIVE #10-22,New Sale,Strata,53,"20,340",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367795,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,140,000",592.02,"1,926",02-Sep-20,25 BIDADARI PARK DRIVE #10-45,New Sale,Strata,55,"20,727",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,HDB,367797,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,893,000",958,"1,976",02-Sep-20,31 BIDADARI PARK DRIVE #05-55,New Sale,Strata,89,"21,270",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367800,13,36,Central Region,Toa Payoh
AFFINITY AT SERANGOON,"894,000",538.2,"1,661",02-Sep-20,30 SERANGOON NORTH AVENUE 1 #14-72,New Sale,Strata,50,"17,880",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554342,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,114,600",688.9,"1,618",02-Sep-20,7 SERANGOON NORTH VIEW #07-29,New Sale,Strata,64,"17,416",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554346,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,742,300","1,119.46","1,556",02-Sep-20,7 SERANGOON NORTH VIEW #08-34,New Sale,Strata,104,"16,753",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554346,19,55,North East Region,Serangoon
DAINTREE RESIDENCE,"1,294,710",742.72,"1,743",02-Sep-20,11E TOH TUCK ROAD #05-24,New Sale,Strata,69,"18,764",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,N.A,596127,21,59,Central Region,Bukit Timah
PARC ESTA,"971,000",527.44,"1,841",02-Sep-20,902 SIMS AVENUE #03-16,New Sale,Strata,49,"19,816",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408967,14,40,Central Region,Geylang
COASTLINE RESIDENCES,"1,683,000",742.72,"2,266",02-Sep-20,7 AMBER ROAD #04-03,New Sale,Strata,69,"24,391",-,Apartment,1,Freehold,Uncompleted,N.A,439953,15,43,Central Region,Marine Parade
THE FLORENCE RESIDENCES,"1,390,000",936.47,"1,484",02-Sep-20,95 HOUGANG AVENUE 2 #08-70,New Sale,Strata,87,"15,977",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533754,19,53,North East Region,Hougang
ROYALGREEN,"2,853,000","1,065.64","2,662",02-Sep-20,2D ANAMALAI AVENUE #03-32,New Sale,Strata,99,"28,655","2,836,822",Condominium,1,Freehold,Uncompleted,N.A,279992,10,27,Central Region,Bukit Timah
TREASURE AT TAMPINES,"1,237,000",914.94,"1,352",02-Sep-20,9 TAMPINES LANE #11-35,New Sale,Strata,85,"14,553",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528481,18,52,East Region,Tampines
PARC CLEMATIS,"2,021,000","1,237.86","1,633",02-Sep-20,8D JALAN LEMPENG #11-48,New Sale,Strata,115,"17,574",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128826,5,12,West Region,Clementi
PARC CANBERRA,"1,015,000",925.7,"1,096",02-Sep-20,19 CANBERRA WALK #04-39,New Sale,Strata,86,"11,802",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,756950,27,75,North Region,Sembawang
DAIRY FARM RESIDENCES,"1,881,928","1,323.97","1,421",02-Sep-20,12 DAIRY FARM LANE #04-36,New Sale,Strata,123,"15,300",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677615,23,67,West Region,Bukit Panjang
NOMA,"1,030,055",656.6,"1,569",02-Sep-20,331 GUILLEMARD ROAD #02-01,New Sale,Strata,61,"16,886",-,Apartment,1,Freehold,Uncompleted,N.A,399756,14,39,Central Region,Geylang
RIO VISTA,"958,000","1,248.62",767,02-Sep-20,30 UPPER SERANGOON VIEW #02-37,Resale,Strata,116,"8,259",-,Condominium,1,99 yrs from 02/01/2001,2004,HDB,534208,19,53,North East Region,Hougang
SUNRISE GARDENS,"1,058,888","1,431.61",740,02-Sep-20,51 SUNRISE AVENUE #01-08,Resale,Strata,133,"7,962",-,Condominium,1,99 yrs from 24/06/1995,1998,HDB,806745,28,80,North East Region,Ang Mo Kio
CHEPSTOW VILLE,"2,208,000","3,293.78",670,02-Sep-20,23 CHEPSTOW CLOSE,Resale,Strata,306,"7,216",-,Semi-Detached House,1,999 yrs from 01/01/1953,2010,HDB,558698,19,55,North East Region,Serangoon
WATER PLACE,"1,680,000","1,356.26","1,239",02-Sep-20,171 TANJONG RHU ROAD #09-02,Resale,Strata,126,"13,333",-,Condominium,1,99 yrs from 02/03/1998,2004,Private,436931,15,43,Central Region,Kallang
N.A.,"11,300,000","4,669.42","2,420",02-Sep-20,7 JALAN PANDAN,Resale,Land,433.8,"26,049",-,Detached House,1,Freehold,-,Private,288792,11,28,Central Region,Bukit Timah
TWIN WATERFALLS,"1,180,000","1,302.44",906,02-Sep-20,106 PUNGGOL WALK #17-13,Resale,Strata,121,"9,752",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828793,19,82,North East Region,Punggol
REFLECTIONS AT KEPPEL BAY,"3,500,000","2,174.33","1,610",02-Sep-20,33 KEPPEL BAY VIEW #34-98,Resale,Strata,202,"17,327",-,Condominium,1,99 yrs from 15/03/2006,2011,Private,98419,4,9,Central Region,Bukit Merah
CARIBBEAN AT KEPPEL BAY,"3,088,000","3,207.67",963,02-Sep-20,40 KEPPEL BAY DRIVE #06-91,Resale,Strata,298,"10,362",-,Condominium,1,99 yrs from 16/08/1999,2004,Private,98655,4,9,Central Region,Bukit Merah
GRANDE VISTA,"1,370,000","1,367.03","1,002",02-Sep-20,10 CACTUS DRIVE #06-02,Resale,Strata,127,"10,787",-,Condominium,1,999 yrs from 05/05/1886,1992,Private,809687,28,80,North East Region,Ang Mo Kio
SERANGOON GARDEN ESTATE,"4,008,888","3,149.55","1,273",02-Sep-20,76 CHARTWELL DRIVE,Resale,Land,292.6,"13,701",-,Semi-Detached House,1,999 yrs from 01/01/1955,-,Private,558772,19,55,North East Region,Serangoon
PINE GROVE,"1,650,000","1,754.53",940,02-Sep-20,1B PINE GROVE #08-06,Resale,Strata,163,"10,123",-,Condominium,1,99 yrs from 01/11/1984,-,Private,591001,21,59,Central Region,Bukit Timah
THE MINTON,"750,000",699.66,"1,072",02-Sep-20,10D HOUGANG STREET 11 #17-51,Resale,Strata,65,"11,538",-,Condominium,1,99 yrs from 27/07/2007,2013,HDB,534076,19,53,North East Region,Hougang
COTE D'AZUR,"2,150,000","1,539.25","1,397",02-Sep-20,66 MARINE PARADE ROAD #12-10,Resale,Strata,143,"15,035",-,Condominium,1,99 yrs from 25/07/2001,2004,Private,449300,15,44,Central Region,Marine Parade
YEW MEI GREEN,"920,000","1,345.50",684,02-Sep-20,52 CHOA CHU KANG NORTH 6 #22-15,Resale,Strata,125,"7,360",-,Executive Condominium,1,99 yrs from 01/12/1997,2000,Private,689575,23,68,West Region,Choa Chu Kang
THE GREENWICH,"960,000","1,044.11",919,02-Sep-20,3 SELETAR ROAD #02-06,Resale,Strata,97,"9,897",-,Condominium,1,99 yrs from 21/12/2009,2014,Private,807012,28,80,North East Region,Serangoon
CLEMENTI PARK,"5,900,000","3,200.14","1,844",02-Sep-20,3 SUNSET TERRACE,Resale,Land,297.3,"19,845",-,Terrace House,1,Freehold,-,Private,597260,21,59,West Region,Clementi
SARACA VILLAS,"1,890,000","2,947.18",641,02-Sep-20,67 SARACA TERRACE,Resale,Land,273.8,"6,903",-,Semi-Detached House,1,99 yrs from 05/05/1997,2002,Private,805502,28,80,North East Region,Serangoon
N.A.,"12,050,000","6,029.99","1,998",02-Sep-20,20 CRESCENT ROAD,Resale,Land,560.2,"21,510",-,Detached House,1,Freehold,2019,Private,436537,15,43,Central Region,Marine Parade
WHITEWATER,"939,999","1,280.92",734,02-Sep-20,33 PASIR RIS STREET 72 #10-28,Resale,Strata,119,"7,899",-,Executive Condominium,1,99 yrs from 23/07/2002,2005,HDB,518770,18,51,East Region,Pasir Ris
SERANGOON PARK,"2,600,000","1,652.27","1,574",02-Sep-20,36 JALAN RIANG,Resale,Land,153.5,"16,938",-,Terrace House,1,Freehold,-,Private,359005,13,35,North East Region,Serangoon
