Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
D'CHATEAU @ SHELFORD,"1,580,000",914.94,"1,727",27-Oct-20,25A SHELFORD ROAD #02-06,Resale,Strata,85,"18,588",-,Apartment,1,Freehold,2010,Private,288416,11,28,Central Region,Bukit Timah
BLOSSOMS @ WOODLEIGH,"1,688,000","1,194.80","1,413",27-Oct-20,12 WOODLEIGH CLOSE #02-15,Resale,Strata,111,"15,207",-,Condominium,1,Freehold,2007,Private,357907,13,35,Central Region,Toa Payoh
THE TAMPINES TRILLIANT,"1,045,000","1,001.05","1,044",27-Oct-20,21 TAMPINES CENTRAL 7 #08-24,Resale,Strata,93,"11,237",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,Private,528608,18,52,East Region,Tampines
RIVERSOUND RESIDENCE,"1,410,000","1,345.50","1,048",27-Oct-20,9A SENGKANG EAST AVENUE #16-31,Resale,Strata,125,"11,280",-,Condominium,1,99 yrs from 26/08/2011,2015,HDB,544743,19,54,North East Region,Sengkang
DUNMAN VIEW,"1,430,000","1,323.97","1,080",27-Oct-20,102 HAIG ROAD #10-07,Resale,Strata,123,"11,626",-,Condominium,1,99 yrs from 24/10/1997,2004,Private,438798,15,43,Central Region,Geylang
ESPIRA SUITES,"635,000",430.56,"1,475",27-Oct-20,92 LORONG G TELOK KURAU #03-02,Resale,Strata,40,"15,875",-,Apartment,1,Freehold,2012,Private,426283,15,42,East Region,Bedok
PRIVE,"1,450,000","1,399.32","1,036",27-Oct-20,37 PUNGGOL FIELD #10-29,Resale,Strata,130,"11,154",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,HDB,828809,19,82,North East Region,Punggol
BRADDELL VIEW,"1,255,000","1,700.71",738,27-Oct-20,10F BRADDELL HILL #02-23,Resale,Strata,158,"7,943",-,Apartment,1,102 yrs from 01/02/1978,1981,Private,579725,20,57,Central Region,Toa Payoh
THE LUXURIE,"1,240,000","1,054.87","1,175",27-Oct-20,19 COMPASSVALE ROAD #08-18,Resale,Strata,98,"12,653",-,Condominium,1,99 yrs from 15/06/2011,2015,HDB,544753,19,54,North East Region,Sengkang
LANGSTON VILLE,"1,440,000",936.47,"1,538",27-Oct-20,15 KIM YAM ROAD #02-02,Resale,Strata,87,"16,552",-,Apartment,1,999 yrs from 01/07/1841,2000,HDB,239328,9,23,Central Region,River Valley
N.A.,"4,188,000","4,121.54","1,016",27-Oct-20,27 TOH TUCK TERRACE,Resale,Land,382.9,"10,938",-,Terrace House,1,Freehold,-,Private,596652,21,59,Central Region,Bukit Timah
UPTOWN @ FARRER,"1,025,000",516.67,"1,984",27-Oct-20,2 PERUMAL ROAD #12-03,New Sale,Strata,48,"21,354",-,Apartment,1,99 yrs from 17/04/2017,Uncompleted,N.A,218773,8,21,Central Region,Kallang
CANBERRA RESIDENCES,"785,000",850.36,923,27-Oct-20,521 CANBERRA DRIVE #04-51,Resale,Strata,79,"9,937",-,Condominium,1,99 yrs from 08/09/2010,2013,Private,768134,27,76,North Region,Sembawang
THE LUXURIE,"1,270,000","1,054.87","1,204",27-Oct-20,29 COMPASSVALE ROAD #11-38,Resale,Strata,98,"12,959",-,Condominium,1,99 yrs from 15/06/2011,2015,HDB,544758,19,54,North East Region,Sengkang
CASA FORTUNA,"710,000",505.91,"1,403",27-Oct-20,36 AH HOOD ROAD #10-03,Resale,Strata,47,"15,106",-,Apartment,1,Freehold,2011,Private,329980,12,32,Central Region,Novena
BOULEVARD 88,"10,366,000","2,777.11","3,733",28-Oct-20,88 ORCHARD BOULEVARD #05-05,New Sale,Strata,258,"40,178",-,Apartment,1,Freehold,Uncompleted,Private,248656,10,24,Central Region,Orchard
SEASIDE RESIDENCES,"2,168,000","1,087.16","1,994",28-Oct-20,18 SIGLAP LINK #26-31,New Sale,Strata,101,"21,465",-,Apartment,1,99 yrs from 18/04/2016,Uncompleted,Private,448873,15,44,East Region,Bedok
JADESCAPE,"1,780,000","1,011.82","1,759",28-Oct-20,4 SHUNFU ROAD #07-11,New Sale,Strata,94,"18,936",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575743,20,57,Central Region,Bishan
THE GARDEN RESIDENCES,"873,800",516.67,"1,691",28-Oct-20,1 SERANGOON NORTH VIEW #12-08,New Sale,Strata,48,"18,204",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,Private,554343,19,55,North East Region,Serangoon
DAINTREE RESIDENCE,"1,000,750",559.73,"1,788",28-Oct-20,11K TOH TUCK ROAD #03-51,New Sale,Strata,52,"19,245",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596132,21,59,Central Region,Bukit Timah
REZI 24,"1,182,700",753.48,"1,570",28-Oct-20,39 LORONG 24 GEYLANG #04-02,New Sale,Strata,70,"16,896",-,Apartment,1,Freehold,Uncompleted,Private,398636,14,39,Central Region,Geylang
REZI 24,"729,000",452.09,"1,613",28-Oct-20,39 LORONG 24 GEYLANG #05-14,New Sale,Strata,42,"17,357",-,Apartment,1,Freehold,Uncompleted,HDB,398636,14,39,Central Region,Geylang
THE FLORENCE RESIDENCES,"1,157,000",667.37,"1,734",28-Oct-20,89 HOUGANG AVENUE 2 #14-37,New Sale,Strata,62,"18,661",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538863,19,53,North East Region,Hougang
TREASURE AT TAMPINES,"1,446,000","1,087.16","1,330",28-Oct-20,39 TAMPINES LANE #09-130,New Sale,Strata,101,"14,317",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528466,18,52,East Region,Tampines
URBAN TREASURES,"813,200",452.09,"1,799",28-Oct-20,207 JALAN EUNOS #04-04,New Sale,Strata,42,"19,362",-,Condominium,1,Freehold,Uncompleted,N.A,415799,14,41,East Region,Bedok
AVENUE SOUTH RESIDENCE,"1,610,000",656.6,"2,452",28-Oct-20,13 SILAT AVENUE #47-40,New Sale,Strata,61,"26,393",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,HDB,168878,3,16,Central Region,Bukit Merah
AVENUE SOUTH RESIDENCE,"1,115,000",527.44,"2,114",28-Oct-20,13 SILAT AVENUE #30-44,New Sale,Strata,49,"22,755",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,Private,168878,3,16,Central Region,Bukit Merah
LUSH ACRES,"850,000",914.94,929,28-Oct-20,1 FERNVALE CLOSE #12-03,Resale,Strata,85,"10,000",-,Executive Condominium,1,99 yrs from 13/02/2013,2016,HDB,797485,28,79,North East Region,Sengkang
PAVILION SQUARE,"542,000",398.27,"1,361",28-Oct-20,345 GEYLANG ROAD #07-03,Resale,Strata,37,"14,649",-,Apartment,1,Freehold,2018,Private,389366,14,38,Central Region,Geylang
THE PETALS,"1,850,000","1,765.30","1,048",28-Oct-20,87 HILLVIEW AVENUE #06-09,Resale,Strata,164,"11,280",-,Condominium,1,Freehold,2002,Private,669623,23,66,West Region,Bukit Batok
HOLLAND GROVE,"3,200,000","2,901.97","1,103",28-Oct-20,98 HOLLAND GROVE VIEW,Resale,Land,269.6,"11,869",-,Semi-Detached House,1,99 yrs from 21/04/1994,1997,HDB,276255,10,27,Central Region,Bukit Timah
CASPIAN,"1,355,000","1,237.86","1,095",28-Oct-20,60 LAKESIDE DRIVE #05-40,Resale,Strata,115,"11,783",-,Condominium,1,99 yrs from 17/03/2008,2012,HDB,648320,22,64,West Region,Jurong West
YEW LIAN PARK,"2,680,000","1,762.07","1,521",28-Oct-20,38 JALAN PELATINA,Resale,Land,163.7,"16,371",-,Terrace House,1,Freehold,1967,HDB,577294,20,57,Central Region,Bishan
EAST MEADOWS,"1,168,000","1,216.33",960,28-Oct-20,32 TANAH MERAH KECHIL ROAD #15-21,Resale,Strata,113,"10,336",-,Condominium,1,99 yrs from 02/03/1998,2002,Private,465559,16,46,East Region,Bedok
PARKSHORE,"1,688,000","1,001.05","1,686",28-Oct-20,201 TANJONG RHU ROAD #13-12,Resale,Strata,93,"18,151",-,Condominium,1,Freehold,1995,Private,436917,15,43,Central Region,Kallang
THE SPRINGSIDE,"2,830,000","1,923.53","1,471",28-Oct-20,124 SPRINGSIDE AVENUE,Resale,Land,178.7,"15,837",-,Terrace House,1,Freehold,2008,Private,786454,26,78,North Region,Yishun
N.A.,"1,428,000","1,076.40","1,327",28-Oct-20,8A STANGEE PLACE,Resale,Strata,100,"14,280",-,Apartment,1,Freehold,-,Private,424071,15,42,Central Region,Marine Parade
ARC AT TAMPINES,"988,000","1,044.11",946,28-Oct-20,19 TAMPINES AVENUE 8 #14-31,Resale,Strata,97,"10,186",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,Private,529603,18,52,East Region,Tampines
D'MANOR,"1,793,000","2,723.29",658,28-Oct-20,277 TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"7,087",-,Terrace House,1,99 yrs from 14/03/1997,2000,Private,465766,16,46,East Region,Bedok
THE CHUAN,"1,530,000",936.47,"1,634",28-Oct-20,31 LORONG CHUAN #18-05,Resale,Strata,87,"17,586",-,Condominium,1,999 yrs from 21/06/1877,2007,Private,556820,19,55,North East Region,Serangoon
THE VERTE,"1,415,000","1,119.46","1,264",28-Oct-20,118 LORONG H TELOK KURAU #03-04,Resale,Strata,104,"13,606",-,Apartment,1,Freehold,2012,Private,426146,15,42,East Region,Bedok
LAGUNA PARK,"1,450,000","1,453.14",998,28-Oct-20,5000D MARINE PARADE ROAD #11-14,Resale,Strata,135,"10,741",-,Apartment,1,99 yrs from 24/08/1977,1978,HDB,449287,15,44,East Region,Bedok
MONTEBLEU,"1,950,000","1,227.10","1,589",28-Oct-20,8 MINBU ROAD #21-05,Resale,Strata,114,"17,105",-,Condominium,1,Freehold,2010,Private,308162,11,30,Central Region,Novena
MONTVIEW,"3,040,000","1,743.77","1,743",28-Oct-20,63 MOUNT SINAI DRIVE #16-02,Resale,Strata,162,"18,765",-,Condominium,1,Freehold,2008,Private,277116,10,27,Central Region,Bukit Timah
SOUTHBANK,"960,000",592.02,"1,622",28-Oct-20,881 NORTH BRIDGE ROAD #35-06,Resale,Strata,55,"17,455",-,Apartment,1,99 yrs from 27/01/2006,2010,Private,198784,7,19,Central Region,Kallang
TANAMERA CREST,"1,070,000","1,603.84",667,28-Oct-20,10 PARI DEDAP WALK #01-21,Resale,Strata,149,"7,181",-,Condominium,1,99 yrs from 20/06/2000,2004,Private,486062,16,48,East Region,Bedok
SANT RITZ,"1,168,888","1,237.86",944,28-Oct-20,1 PHENG GECK AVENUE #04-12,Resale,Strata,115,"10,164",-,Condominium,1,99 yrs from 01/10/2012,2016,HDB,348196,13,34,Central Region,Toa Payoh
CITY LOFT,"815,225",731.95,"1,114",28-Oct-20,363 RACE COURSE ROAD #06-06,Resale,Strata,68,"11,989",-,Apartment,1,Freehold,2012,HDB,218636,8,21,Central Region,Kallang
RIVERVALE CREST,"820,000","1,216.33",674,28-Oct-20,5 RIVERVALE CRESCENT #05-04,Resale,Strata,113,"7,257",-,Apartment,1,99 yrs from 06/12/1997,2002,HDB,545084,19,54,North East Region,Sengkang
MANDARIN GARDENS,"1,780,000","1,571.54","1,133",28-Oct-20,7 SIGLAP ROAD #20-62,Resale,Strata,146,"12,192",-,Condominium,1,99 yrs from 08/03/1982,1986,Private,448909,15,44,East Region,Bedok
DOUBLE BAY RESIDENCES,"1,680,000","1,550.02","1,084",28-Oct-20,21C SIMEI STREET 4 #09-49,Resale,Strata,144,"11,667",-,Condominium,1,99 yrs from 07/04/2008,2012,Private,528720,18,52,East Region,Tampines
HORIZON GARDENS,"1,720,000","2,906.28",592,28-Oct-20,491 ANG MO KIO AVENUE 2,Resale,Strata,270,"6,370",-,Terrace House,1,99 yrs from 23/06/1995,2002,Private,567901,20,56,North East Region,Ang Mo Kio
BAYSHORE PARK,"1,000,000",936.47,"1,068",28-Oct-20,50 BAYSHORE ROAD #16-07,Resale,Strata,87,"11,494",-,Condominium,1,99 yrs from 17/03/1982,1986,HDB,469977,16,46,East Region,Bedok
ARCHIPELAGO,"1,400,000","1,184.04","1,182",28-Oct-20,509 BEDOK RESERVOIR ROAD #02-36,Resale,Strata,110,"12,727",-,Condominium,1,99 yrs from 01/06/2011,2015,Private,479271,16,47,East Region,Bedok
N.A.,"3,180,000","4,217.34",754,28-Oct-20,8 CLOVER CLOSE,Resale,Land,391.8,"8,116",-,Terrace House,1,Freehold,-,Private,579250,20,57,Central Region,Bishan
D' DALVEY,"2,650,000","1,711.48","1,548",28-Oct-20,23 DALVEY ESTATE #02-01,Resale,Strata,159,"16,667",-,Apartment,1,Freehold,2005,Private,259555,10,25,Central Region,Tanglin
THE LUSH,"2,280,000","2,120.51","1,075",28-Oct-20,32A DUKU ROAD #05-08,Resale,Strata,197,"11,574",-,Apartment,1,Freehold,2014,Private,429266,15,42,Central Region,Marine Parade
STRATUM,"1,250,000","1,399.32",893,28-Oct-20,86 ELIAS ROAD #01-18,Resale,Strata,130,"9,615",-,Condominium,1,99 yrs from 11/07/2012,2016,HDB,519948,18,51,East Region,Pasir Ris
THE BEACON,"2,050,888","1,485.43","1,381",28-Oct-20,130 CANTONMENT ROAD #09-06,Resale,Strata,138,"14,862",-,Apartment,1,99 yrs from 05/03/2004,2008,Private,89775,2,8,Central Region,Bukit Merah
OPERA ESTATE,"4,820,000","3,003.16","1,605",28-Oct-20,7A CARMEN STREET,Resale,Land,279,"17,276",-,Semi-Detached House,1,Freehold,2010,Private,459769,15,45,East Region,Bedok
SANDY PALM,"1,200,000","1,786.82",672,28-Oct-20,163A JALAN LOYANG BESAR #04-02,Resale,Strata,166,"7,229",-,Condominium,1,99 yrs from 21/03/1996,2002,Private,509414,17,50,East Region,Pasir Ris
THE WATERLINE,"1,400,000","1,237.86","1,131",28-Oct-20,167 POH HUAT ROAD WEST #03-16,Resale,Strata,115,"12,174",-,Condominium,1,Freehold,2013,Private,546695,19,54,North East Region,Hougang
TWIN WATERFALLS,"1,270,000","1,237.86","1,026",28-Oct-20,116 PUNGGOL WALK #07-36,Resale,Strata,115,"11,043",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828768,19,82,North East Region,Punggol
AUSTVILLE RESIDENCES,"980,000","1,248.62",785,28-Oct-20,13 SENGKANG EAST AVENUE #01-09,Resale,Strata,116,"8,448",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544805,19,54,North East Region,Sengkang
STARS OF KOVAN,"1,264,000",764.24,"1,654",28-Oct-20,986 UPPER SERANGOON ROAD #12-25,Sub Sale,Strata,71,"17,803",-,Apartment,1,99 yrs from 25/02/2015,2019,Private,534732,19,53,North East Region,Hougang
MEYERHOUSE,"8,541,000","3,444.48","2,480",28-Oct-20,128 MEYER ROAD #05-12,New Sale,Strata,320,"26,691",-,Condominium,1,Freehold,Uncompleted,Private,437938,15,43,Central Region,Marine Parade
PARC CLEMATIS,"4,018,000","3,831.98","1,049",28-Oct-20,10 JALAN LEMPENG,New Sale,Strata,356,"11,287",-,Detached House,1,99 yrs from 08/08/2019,Uncompleted,N.A,128797,5,12,West Region,Clementi
PARC CLEMATIS,"1,175,000",721.19,"1,629",28-Oct-20,8F JALAN LEMPENG #12-60,New Sale,Strata,67,"17,537",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,126740,5,12,West Region,Clementi
THE TAMPINES TRILLIANT,"920,000",871.88,"1,055",28-Oct-20,25 TAMPINES CENTRAL 7 #06-30,Resale,Strata,81,"11,358",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528610,18,52,East Region,Tampines
THE STELLAR,"1,930,000","1,776.06","1,087",28-Oct-20,8 WEST COAST ROAD #01-06,Resale,Strata,165,"11,697",-,Condominium,1,Freehold,2008,Private,126823,5,12,West Region,Clementi
VA RESIDENCES,"870,000",624.31,"1,394",28-Oct-20,9 BOON TECK ROAD #14-03,Resale,Strata,58,"15,000",-,Apartment,1,Freehold,2016,Private,329583,12,32,Central Region,Novena
EMERALD PARK,"1,123,000",925.7,"1,213",28-Oct-20,6 INDUS ROAD #01-02,Resale,Strata,86,"13,058",-,Condominium,1,99 yrs from 01/09/1991,1993,Private,169588,3,16,Central Region,Bukit Merah
THE MORNING DEW,"2,580,000","1,853.56","1,392",28-Oct-20,21 JALAN TARI PAYONG,Resale,Land,172.2,"14,983",-,Terrace House,1,999 yrs from 01/01/1879,2003,Private,799267,28,79,North East Region,Sengkang
N.A.,"3,800,000","6,638.16",572,28-Oct-20,7 PINEWOOD GROVE,Resale,Land,616.7,"6,162",-,Detached House,1,99 yrs from 12/08/1996,2001,Private,737931,25,73,North Region,Woodlands
RIVERPARC RESIDENCE,"875,000",990.29,884,28-Oct-20,100 PUNGGOL DRIVE #05-21,Resale,Strata,92,"9,511",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,HDB,828799,19,82,North East Region,Punggol
WATERFRONT ISLE,"1,450,000","1,151.75","1,259",28-Oct-20,732 BEDOK RESERVOIR ROAD #13-13,Resale,Strata,107,"13,551",-,Condominium,1,99 yrs from 26/11/2009,2015,Private,479262,16,47,East Region,Bedok
TEXTILE CENTRE,"780,000",882.65,884,28-Oct-20,200 JALAN SULTAN #14-09,Resale,Strata,82,"9,512",-,Apartment,1,99 yrs from 02/06/1970,1977,HDB,199018,7,19,Central Region,Kallang
SUITES 28,"968,000",861.12,"1,124",28-Oct-20,28 LORONG 30 GEYLANG #05-06,Resale,Strata,80,"12,100",-,Apartment,1,Freehold,2014,Private,398361,14,39,Central Region,Geylang
TEXTILE CENTRE,"830,000",882.65,940,28-Oct-20,200 JALAN SULTAN #19-07,Resale,Strata,82,"10,122",-,Apartment,1,99 yrs from 02/06/1970,1977,HDB,199018,7,19,Central Region,Kallang
THE CANOPY,"1,020,000","1,205.57",846,28-Oct-20,75 YISHUN AVENUE 11 #09-11,Resale,Strata,112,"9,107",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,Private,768860,27,76,North Region,Yishun
THE INTERLACE,"1,310,000","1,001.05","1,309",28-Oct-20,204 DEPOT ROAD #10-49,Resale,Strata,93,"14,086",-,Condominium,1,99 yrs from 11/02/2009,2013,Private,109696,4,10,Central Region,Bukit Merah
CABANA,"1,900,000","3,164.62",600,28-Oct-20,125 SUNRISE TERRACE,Resale,Strata,294,"6,463",-,Terrace House,1,103 yrs from 23/04/2009,2013,HDB,805391,28,80,North East Region,Ang Mo Kio
LUXUS HILLS,"3,168,000","1,614.60","1,962",28-Oct-20,34 LUXUS HILL DRIVE,Resale,Land,150,"21,120",-,Terrace House,1,999 yrs from 01/01/1879,2018,Private,804774,28,80,North East Region,Serangoon
WATERFRONT KEY,"1,570,000","1,356.26","1,158",28-Oct-20,770 BEDOK RESERVOIR ROAD #09-04,Resale,Strata,126,"12,460",-,Condominium,1,99 yrs from 31/10/2007,2012,Private,479250,16,47,East Region,Bedok
SPRINGHILL,"1,543,800","3,013.92",512,28-Oct-20,2 SEMBAWANG WALK #01-78,Resale,Strata,280,"5,514",-,Terrace House,1,99 yrs from 07/01/2002,2005,HDB,757616,27,75,North Region,Sembawang
KATONG REGENCY,"1,740,000",936.47,"1,858",28-Oct-20,13 TANJONG KATONG ROAD #11-10,Resale,Strata,87,"20,000",-,Apartment,1,Freehold,2015,HDB,437158,15,43,Central Region,Geylang
RIVERPARC RESIDENCE,"1,268,000","1,560.78",812,28-Oct-20,98 PUNGGOL DRIVE #01-19,Resale,Strata,145,"8,745",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,HDB,828798,19,82,North East Region,Punggol
N.A.,"5,200,000","5,138.73","1,012",28-Oct-20,4 CHUAN GARDEN,Resale,Land,477.4,"10,892",-,Semi-Detached House,1,Freehold,-,Private,558523,19,55,North East Region,Serangoon
HIGH PARK RESIDENCES,"780,000",581.26,"1,342",28-Oct-20,31 FERNVALE ROAD #17-51,Resale,Strata,54,"14,444",-,Apartment,1,99 yrs from 05/11/2014,2019,HDB,797417,28,79,North East Region,Sengkang
PARC CENTROS,"623,000",473.62,"1,315",28-Oct-20,92 PUNGGOL CENTRAL #07-28,Resale,Strata,44,"14,159",-,Condominium,1,99 yrs from 19/03/2012,2016,Private,828723,19,82,North East Region,Punggol
D'ZIRE,"750,000",613.55,"1,222",28-Oct-20,12 ROBEY CRESCENT #04-05,Resale,Strata,57,"13,158",-,Apartment,1,999 yrs from 27/12/1875,2014,HDB,546290,19,54,North East Region,Hougang
D'NEST,"1,138,000","1,237.86",919,28-Oct-20,131 PASIR RIS GROVE #01-14,Resale,Strata,115,"9,896",-,Condominium,1,99 yrs from 20/10/2010,2017,HDB,518130,18,51,East Region,Pasir Ris
ARC AT TAMPINES,"945,000",958,986,28-Oct-20,11 TAMPINES AVENUE 8 #12-20,Resale,Strata,89,"10,618",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529599,18,52,East Region,Tampines
THE TRILLIUM,"4,700,000","2,217.38","2,120",28-Oct-20,118 KIM SENG ROAD #24-08,Resale,Strata,206,"22,816",-,Condominium,1,Freehold,2010,Private,239435,9,23,Central Region,Singapore River
CLEMENTI GREEN,"3,100,000","2,444.50","1,268",28-Oct-20,36 CLEMENTI CRESCENT,Resale,Land,227.1,"13,650",-,Terrace House,1,Freehold,1978,Private,599550,21,59,Central Region,Bukit Timah
N.A.,"7,800,000","8,103.14",963,28-Oct-20,29 WESTLAKE AVENUE,Resale,Land,752.8,"10,361",-,Detached House,1,Freehold,1969,Private,574240,20,57,Central Region,Bishan
LAKEHOLMZ,"1,117,000","1,248.62",895,28-Oct-20,90 CORPORATION ROAD #04-20,Resale,Strata,116,"9,629",-,Condominium,1,99 yrs from 29/10/2001,2005,Private,649824,22,64,West Region,Jurong West
BOON TECK TOWER,"1,790,000","1,657.66","1,080",28-Oct-20,41 BOON TECK ROAD #20-02,Resale,Strata,154,"11,623",-,Condominium,1,Freehold,1984,Private,329608,12,32,Central Region,Novena
CASA AL MARE,"1,283,000",785.77,"1,633",29-Oct-20,75 JALAN LOYANG BESAR #01-03,New Sale,Strata,73,"17,575",-,Apartment,1,Freehold,Uncompleted,N.A,506930,17,50,East Region,Pasir Ris
CASA AL MARE,"790,000",484.38,"1,631",29-Oct-20,75 JALAN LOYANG BESAR #05-04,New Sale,Strata,45,"17,556",-,Apartment,1,Freehold,Uncompleted,HDB,506930,17,50,East Region,Pasir Ris
KENT RIDGE HILL RESIDENCES,"3,145,000","1,883.70","1,670",29-Oct-20,62A SOUTH BUONA VISTA ROAD #05-44,New Sale,Strata,175,"17,971",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,117325,5,11,Central Region,Queenstown
FOURTH AVENUE RESIDENCES,"1,168,000",484.38,"2,411",29-Oct-20,12 FOURTH AVENUE #10-45,New Sale,Strata,45,"25,956",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,Private,268676,10,26,Central Region,Bukit Timah
THE JOVELL,"844,000",635.08,"1,329",29-Oct-20,21 FLORA DRIVE #08-36,New Sale,Strata,59,"14,305",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,HDB,506761,17,50,East Region,Pasir Ris
VIEW AT KISMIS,"1,613,000",893.41,"1,805",29-Oct-20,23 LORONG KISMIS #05-30,New Sale,Strata,83,"19,434",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,HDB,596188,21,59,Central Region,Bukit Timah
VIEW AT KISMIS,"1,235,000",710.42,"1,738",29-Oct-20,25 LORONG KISMIS #04-34,New Sale,Strata,66,"18,712",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,N.A,596189,21,59,Central Region,Bukit Timah
TREASURE AT TAMPINES,"2,072,000","1,722.24","1,203",29-Oct-20,33 TAMPINES LANE #04-106,New Sale,Strata,160,"12,950",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528469,18,52,East Region,Tampines
ONE PEARL BANK,"1,327,000",527.44,"2,516",29-Oct-20,1 PEARL BANK #28-10,New Sale,Strata,49,"27,082",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,Private,169016,3,16,Central Region,Outram
ONE PEARL BANK,"1,160,000",430.56,"2,694",29-Oct-20,1 PEARL BANK #37-14,New Sale,Strata,40,"29,000",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,HDB,169016,3,16,Central Region,Outram
SENGKANG GRAND RESIDENCES,"880,400",505.91,"1,740",29-Oct-20,80 COMPASSVALE BOW #09-34,New Sale,Strata,47,"18,732",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,Private,544570,19,54,North East Region,Sengkang
KOPAR AT NEWTON,"1,262,000",516.67,"2,443",29-Oct-20,6 MAKEWAY AVENUE #12-05,New Sale,Strata,48,"26,292",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,HDB,228606,9,22,Central Region,Novena
PENROSE,"1,385,000",796.54,"1,739",29-Oct-20,22 SIMS DRIVE #09-14,New Sale,Strata,74,"18,716",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387396,14,38,Central Region,Geylang
HIGH PARK RESIDENCES,"623,000",452.09,"1,378",29-Oct-20,31 FERNVALE ROAD #24-42,Resale,Strata,42,"14,833",-,Apartment,1,99 yrs from 05/11/2014,2019,HDB,797417,28,79,North East Region,Sengkang
PARC OLYMPIA,"1,000,000","1,140.98",876,29-Oct-20,54 FLORA DRIVE #04-21,Resale,Strata,106,"9,434",-,Condominium,1,99 yrs from 25/01/2012,2015,Private,506870,17,50,East Region,Pasir Ris
HEDGES PARK CONDOMINIUM,"915,000","1,001.05",914,29-Oct-20,81 FLORA DRIVE #07-31,Resale,Strata,93,"9,839",-,Condominium,1,99 yrs from 28/07/2010,2015,Private,506886,17,50,East Region,Pasir Ris
N.A.,"4,950,000","2,261.52","2,189",29-Oct-20,3 GOLDHILL RISE,Resale,Land,210.1,"23,560",-,Terrace House,1,Freehold,-,Private,308864,11,30,Central Region,Novena
HILLINGTON GREEN,"1,218,000",990.29,"1,230",29-Oct-20,45 HILLVIEW AVENUE #07-03,Resale,Strata,92,"13,239",-,Condominium,1,999 yrs from 19/05/1883,2002,Private,669613,23,66,West Region,Bukit Batok
HUME PARK II,"1,450,000","1,237.86","1,171",29-Oct-20,27 HUME AVENUE #04-05,Resale,Strata,115,"12,609",-,Condominium,1,Freehold,1997,HDB,598731,21,59,West Region,Bukit Batok
SERANGOON GARDEN ESTATE,"3,250,000","2,161.41","1,504",29-Oct-20,61 KINGSWEAR AVENUE,Resale,Land,200.8,"16,185",-,Terrace House,1,999 yrs from 01/01/1954,-,HDB,557240,19,55,North East Region,Serangoon
D'LEEDON,"1,368,000",785.77,"1,741",29-Oct-20,11 LEEDON HEIGHTS #26-34,Resale,Strata,73,"18,740",-,Condominium,1,99 yrs from 08/04/2010,2014,Private,267955,10,26,Central Region,Bukit Timah
D'LEEDON,"1,660,000","1,011.82","1,641",29-Oct-20,13 LEEDON HEIGHTS #15-44,Resale,Strata,94,"17,660",-,Condominium,1,99 yrs from 08/04/2010,2014,Private,266224,10,26,Central Region,Bukit Timah
SEMBAWANG HILLS ESTATE,"4,300,000","4,000.98","1,075",29-Oct-20,20 JALAN SAPPAN,Resale,Land,371.7,"11,568",-,Semi-Detached House,1,Freehold,-,Private,576923,20,57,North East Region,Ang Mo Kio
VILLA MARINA,"1,132,000","1,151.75",983,29-Oct-20,25 JALAN SEMPADAN #03-16,Resale,Strata,107,"10,579",-,Condominium,1,99 yrs from 13/02/1995,1999,HDB,457400,15,45,East Region,Bedok
