Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE ANTARES,"2,055,000","1,151.75","1,784",20-Sep-21,23 MATTAR ROAD #14-16,New Sale,Strata,107,"19,206",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,387730,14,38,Central Region,Geylang
THE ANTARES,"1,617,000",882.65,"1,832",20-Sep-21,25 MATTAR ROAD #07-23,New Sale,Strata,82,"19,720",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,387731,14,38,Central Region,Geylang
15 HOLLAND HILL,"6,774,450","2,303.50","2,941",20-Sep-21,15 HOLLAND HILL #03-03,New Sale,Strata,214,"31,656",-,Apartment,1,Freehold,Uncompleted,N.A,278735,10,27,Central Region,Bukit Timah
WATTEN ESTATE,"4,580,000","1,766.37","2,593",20-Sep-21,58 WATTEN DRIVE,Resale,Land,164.1,"27,910",-,Terrace House,1,Freehold,-,Private,287693,11,28,Central Region,Bukit Timah
AMARYLLIS VILLE,"1,650,000",958,"1,722",20-Sep-21,20 NEWTON ROAD #15-04,Resale,Strata,89,"18,539",-,Condominium,1,99 yrs from 24/10/1997,2004,Private,307953,11,30,Central Region,Novena
PARC EMILY,"1,720,088",893.41,"1,925",20-Sep-21,5 MOUNT EMILY ROAD #03-07,Resale,Strata,83,"20,724",-,Condominium,1,Freehold,2008,HDB,228490,9,22,Central Region,Rochor
COSTA RHU,"1,310,000","1,011.82","1,295",20-Sep-21,5 RHU CROSS #04-08,Resale,Strata,94,"13,936",-,Condominium,1,99 yrs from 30/05/1994,1997,Private,437434,15,43,Central Region,Kallang
CITYLIGHTS,"1,188,888",678.13,"1,753",20-Sep-21,90 JELLICOE ROAD #18-27,Resale,Strata,63,"18,871",-,Condominium,1,99 yrs from 05/01/2004,2007,Private,208749,8,20,Central Region,Kallang
10 SHELFORD,"920,000",818.06,"1,125",20-Sep-21,10 SHELFORD ROAD #05-14,Resale,Strata,76,"12,105",-,Apartment,1,Freehold,2014,Private,288353,11,28,Central Region,Bukit Timah
EIGHT RIVERSUITES,"780,000",441.32,"1,767",20-Sep-21,6 WHAMPOA EAST #24-13,Resale,Strata,41,"19,024",-,Condominium,1,99 yrs from 11/07/2011,2016,HDB,338519,12,33,Central Region,Kallang
MARINA ONE RESIDENCES,"6,362,000","2,045.16","3,111",20-Sep-21,21 MARINA WAY #27-08,Resale,Strata,190,"33,484",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,18978,1,1,Central Region,Downtown Core
BEAUTY WORLD CENTRE,"1,800,000","1,872.94",961,20-Sep-21,144 UPPER BUKIT TIMAH ROAD #09-04,Resale,Strata,174,"10,345",-,Apartment,1,99 yrs from 18/09/1979,-,Private,588177,21,58,Central Region,Bukit Timah
SPOTTISWOODE PARK,"1,000,000","1,270.15",787,20-Sep-21,107 SPOTTISWOODE PARK ROAD #15-122,Resale,Strata,118,"8,475",-,Apartment,1,99 yrs from 01/08/1976,-,HDB,80107,2,8,Central Region,Bukit Merah
THE GARDENS AT BISHAN,"1,418,000","1,151.75","1,231",21-Sep-21,1 SIN MING WALK #09-35,Resale,Strata,107,"13,252",-,Condominium,1,99 yrs from 22/03/1997,2004,HDB,575574,20,57,Central Region,Bishan
VALLEY PARK,"3,298,000","1,700.71","1,939",21-Sep-21,475 RIVER VALLEY ROAD #09-04,Resale,Strata,158,"20,873",-,Condominium,1,999 yrs from 21/06/1877,1997,Private,248360,10,24,Central Region,Tanglin
THE ROCHESTER RESIDENCES,"6,800,000","5,123.66","1,327",21-Sep-21,33 ROCHESTER DRIVE #36-07,Resale,Strata,476,"14,286",-,Apartment,1,99 yrs from 02/02/2005,2011,Private,138638,5,13,Central Region,Queenstown
SANCTUARY GREEN,"1,980,000","1,399.32","1,415",21-Sep-21,183 TANJONG RHU ROAD #07-01,Resale,Strata,130,"15,231",-,Condominium,1,99 yrs from 17/03/1997,2004,Private,436923,15,43,Central Region,Kallang
WILKIE COURT,"1,360,000",979.52,"1,388",21-Sep-21,97 WILKIE ROAD #01-03,Resale,Strata,91,"14,945",-,Apartment,1,Freehold,1991,HDB,228089,9,22,Central Region,Rochor
WATERSCAPE AT CAVENAGH,"2,500,000","1,313.21","1,904",21-Sep-21,65A CAVENAGH ROAD #03-12,Resale,Strata,122,"20,492",-,Apartment,1,Freehold,2014,Private,229620,9,22,Central Region,Newton
THE POIZ RESIDENCES,"745,000",419.8,"1,775",21-Sep-21,12 MEYAPPA CHETTIAR ROAD #16-46,Resale,Strata,39,"19,103",-,Apartment,1,99 yrs from 17/11/2014,2018,HDB,358474,13,35,Central Region,Toa Payoh
THE MAKENA,"2,500,000","1,636.13","1,528",21-Sep-21,125 MEYER ROAD #03-05,Resale,Strata,152,"16,447",-,Condominium,1,Freehold,1998,Private,437936,15,43,Central Region,Marine Parade
THE TIER,"813,800",548.96,"1,482",21-Sep-21,28 PEGU ROAD #15-01,Resale,Strata,51,"15,957",-,Apartment,1,Freehold,2011,Private,328373,12,32,Central Region,Novena
HONG KONG PARK,"7,750,000","4,736.16","1,636",21-Sep-21,14 HUA GUAN AVENUE,Resale,Land,440,"17,614",-,Semi-Detached House,1,999 yrs from 07/05/1879,1992,Private,589111,21,58,Central Region,Bukit Timah
ESTRIVILLAS,"3,700,000","5,457.35",678,21-Sep-21,55J JALAN LIM TAI SEE,Resale,Strata,507,"7,298",-,Semi-Detached House,1,Freehold,2013,Private,266232,10,26,Central Region,Bukit Timah
REFLECTIONS AT KEPPEL BAY,"2,953,000","1,668.42","1,770",21-Sep-21,7 KEPPEL BAY VIEW #01-27,Resale,Strata,155,"19,052",-,Condominium,1,99 yrs from 15/03/2006,2011,Private,98405,4,9,Central Region,Bukit Merah
N.A.,"28,000,000","15,881.21","1,763",21-Sep-21,54 LAKESHORE VIEW,Resale,Land,"1,475.40","18,978",-,Detached House,1,99 yrs from 19/09/2005,2009,Private,98441,4,9,Central Region,Southern Islands
# 1 SUITES,"668,000",559.73,"1,193",21-Sep-21,1 LORONG 20 GEYLANG #06-16,Resale,Strata,52,"12,846",-,Apartment,1,Freehold,2016,HDB,398721,14,39,Central Region,Geylang
NADIA MANSIONS,"2,400,000","2,281.97","1,052",21-Sep-21,30 AH HOOD ROAD #09-02,Resale,Strata,212,"11,321",-,Apartment,1,Freehold,1985,Private,329976,12,32,Central Region,Novena
FLORIDIAN,"3,530,000","1,679.18","2,102",21-Sep-21,969 BUKIT TIMAH ROAD #04-17,Resale,Strata,156,"22,628",-,Condominium,1,Freehold,2012,Private,589664,21,58,Central Region,Bukit Timah
AMBER PARK,"1,829,200",678.13,"2,697",21-Sep-21,16 AMBER GARDENS #17-08,New Sale,Strata,63,"29,035",-,Condominium,1,Freehold,Uncompleted,N.A,439961,15,43,Central Region,Marine Parade
FOURTH AVENUE RESIDENCES,"1,781,000",688.9,"2,585",21-Sep-21,18 FOURTH AVENUE #06-61,New Sale,Strata,64,"27,828",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,268679,10,26,Central Region,Bukit Timah
DUNEARN 386,"1,525,000",667.37,"2,285",21-Sep-21,386 DUNEARN ROAD #02-02,New Sale,Strata,62,"24,597",-,Apartment,1,Freehold,Uncompleted,N.A,289599,11,28,Central Region,Bukit Timah
ONE PEARL BANK,"1,750,000",699.66,"2,501",21-Sep-21,1 PEARL BANK #24-05,New Sale,Strata,65,"26,923",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,N.A,169016,3,16,Central Region,Outram
ONE PEARL BANK,"2,089,000",893.41,"2,338",21-Sep-21,1 PEARL BANK #25-11,New Sale,Strata,83,"25,169",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,N.A,169016,3,16,Central Region,Outram
NORMANTON PARK,"1,073,000",559.73,"1,917",21-Sep-21,55 NORMANTON PARK #19-45,New Sale,Strata,52,"20,635",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117283,5,11,Central Region,Queenstown
NORMANTON PARK,"1,078,000",570.49,"1,890",21-Sep-21,55 NORMANTON PARK #11-52,New Sale,Strata,53,"20,340",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117283,5,11,Central Region,Queenstown
FORETT AT BUKIT TIMAH,"1,915,000",947.23,"2,022",21-Sep-21,38A TOH TUCK ROAD #02-84,New Sale,Strata,88,"21,761",-,Apartment,1,Freehold,Uncompleted,N.A,596116,21,59,Central Region,Bukit Timah
THE AVENIR,"6,310,000","2,055.92","3,069",21-Sep-21,10 RIVER VALLEY CLOSE #07-09,New Sale,Strata,191,"33,037",-,Condominium,1,Freehold,Uncompleted,N.A,238438,9,23,Central Region,River Valley
THE REEF AT KING'S DOCK,"3,109,200","1,248.62","2,490",21-Sep-21,22 HARBOURFRONT AVENUE #03-66,New Sale,Strata,116,"26,803",-,Condominium,1,99 yrs from 12/01/2021,Uncompleted,Private,98001,4,9,Central Region,Bukit Merah
IRWELL HILL RESIDENCES,"2,356,000",861.12,"2,736",21-Sep-21,6 IRWELL HILL #23-15,New Sale,Strata,80,"29,450",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,239590,9,23,Central Region,River Valley
ONE BERNAM,"1,981,000",828.83,"2,390",21-Sep-21,1 BERNAM STREET #05-11,New Sale,Strata,77,"25,727",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,78852,2,7,Central Region,Downtown Core
RV RESIDENCES,"968,000",419.8,"2,306",21-Sep-21,471 RIVER VALLEY ROAD #05-41,Resale,Strata,39,"24,821",-,Condominium,1,999 yrs from 21/06/1877,2015,Private,248356,10,24,Central Region,Tanglin
8 @ MOUNT SOPHIA,"1,720,000","1,033.34","1,664",21-Sep-21,10 MOUNT SOPHIA #06-36,Resale,Strata,96,"17,917",-,Condominium,1,103 yrs from 28/11/2002,2007,Private,228459,9,22,Central Region,Rochor
TRILIGHT,"2,460,000","1,162.51","2,116",21-Sep-21,7 NEWTON ROAD #13-05,Resale,Strata,108,"22,778",-,Condominium,1,Freehold,2012,Private,307945,11,30,Central Region,Novena
BRADDELL VIEW,"1,530,000","1,614.60",948,21-Sep-21,10D BRADDELL HILL #06-14,Resale,Strata,150,"10,200",-,Apartment,1,103 yrs from 03/02/1975,1978,HDB,579723,20,57,Central Region,Toa Payoh
THE REGENCY AT TIONG BAHRU,"1,918,000",925.7,"2,072",21-Sep-21,36 CHAY YAN STREET #24-01,Resale,Strata,86,"22,302",-,Condominium,1,Freehold,2010,Private,169905,3,16,Central Region,Bukit Merah
N.A.,"10,000,000","4,752.31","2,104",21-Sep-21,41 GOLDHILL AVENUE,Resale,Land,441.5,"22,650",-,Semi-Detached House,1,Freehold,-,Private,309024,11,30,Central Region,Novena
MELROSE PARK,"7,388,800","5,231.30","1,412",21-Sep-21,93 KELLOCK ROAD #19-01,Resale,Strata,486,"15,203",-,Condominium,1,999 yrs from 21/06/1877,2000,Private,248904,10,24,Central Region,Tanglin
CARIBBEAN AT KEPPEL BAY,"1,500,000",839.59,"1,787",21-Sep-21,44 KEPPEL BAY DRIVE #08-119,Resale,Strata,78,"19,231",-,Condominium,1,99 yrs from 16/08/1999,2004,Private,98657,4,9,Central Region,Bukit Merah
LINCOLN SUITES,"3,880,000","1,840.64","2,108",21-Sep-21,1 KHIANG GUAN AVENUE #20-01,Resale,Strata,171,"22,690",-,Condominium,1,Freehold,2014,Private,308380,11,30,Central Region,Novena
REFLECTIONS AT KEPPEL BAY,"1,490,000","1,011.82","1,473",21-Sep-21,33 KEPPEL BAY VIEW #13-94,Resale,Strata,94,"15,851",-,Condominium,1,99 yrs from 15/03/2006,2011,HDB,98419,4,9,Central Region,Bukit Merah
CAIRNHILL NINE,"1,742,500",731.95,"2,381",21-Sep-21,9 CAIRNHILL ROAD #09-09,Resale,Strata,68,"25,625",-,Apartment,1,99 yrs from 12/05/2014,2016,Private,229723,9,22,Central Region,Orchard
RITZ MANSIONS,"1,840,000","1,603.84","1,147",21-Sep-21,346 BALESTIER ROAD #03-07,Resale,Strata,149,"12,349",-,Apartment,1,Freehold,1995,Private,329776,12,32,Central Region,Novena
THOMSON THREE,"1,280,000",731.95,"1,749",21-Sep-21,41 BRIGHT HILL DRIVE #16-07,Resale,Strata,68,"18,824",-,Apartment,1,99 yrs from 07/11/2012,2016,HDB,573893,20,57,Central Region,Bishan
THE VENUE RESIDENCES,"1,644,000","1,130.22","1,455",21-Sep-21,14 TAI THONG CRESCENT #04-25,Resale,Strata,105,"15,657",-,Apartment,1,99 yrs from 05/12/2012,2017,Private,347848,13,34,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,760,000",850.36,"2,070",22-Sep-21,17 BIDADARI PARK DRIVE #05-09,New Sale,Strata,79,"22,278",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367806,13,36,Central Region,Toa Payoh
NYON,"2,600,000","1,216.33","2,138",22-Sep-21,12 AMBER ROAD #08-05,New Sale,Strata,113,"23,009",-,Apartment,1,Freehold,Uncompleted,N.A,439858,15,43,Central Region,Marine Parade
NYON,"2,688,840","1,065.64","2,523",22-Sep-21,12 AMBER ROAD #15-05,New Sale,Strata,99,"27,160",-,Apartment,1,Freehold,Uncompleted,N.A,439858,15,43,Central Region,Marine Parade
WILSHIRE RESIDENCES,"1,200,000",462.85,"2,593",22-Sep-21,30 FARRER ROAD #04-04,New Sale,Strata,43,"27,907",-,Apartment,1,Freehold,Uncompleted,Private,268832,10,26,Central Region,Tanglin
HYLL ON HOLLAND,"2,620,000","1,054.87","2,484",22-Sep-21,93 HOLLAND ROAD #02-15,New Sale,Strata,98,"26,735",-,Condominium,1,Freehold,Uncompleted,N.A,278537,10,27,Central Region,Bukit Timah
PULLMAN RESIDENCES NEWTON,"1,941,000",667.37,"2,908",22-Sep-21,18 DUNEARN ROAD #11-01,New Sale,Strata,62,"31,306",-,Apartment,1,Freehold,Uncompleted,N.A,309421,11,30,Central Region,Novena
THE AVENIR,"4,860,000","1,528.49","3,180",22-Sep-21,8 RIVER VALLEY CLOSE #23-05,New Sale,Strata,142,"34,225",-,Condominium,1,Freehold,Uncompleted,N.A,238432,9,23,Central Region,River Valley
LEEDON GREEN,"2,370,000",818.06,"2,897",22-Sep-21,38 LEEDON HEIGHTS #02-52,New Sale,Strata,76,"31,184",-,Condominium,1,Freehold,Uncompleted,HDB,266078,10,26,Central Region,Bukit Timah
MOOI RESIDENCES,"1,560,888",667.37,"2,339",22-Sep-21,139 HOLLAND ROAD #03-04,New Sale,Strata,62,"25,176",-,Apartment,1,Freehold,Uncompleted,N.A,278573,10,27,Central Region,Bukit Timah
PENROSE,"2,292,000","1,388.56","1,651",22-Sep-21,20 SIMS DRIVE #08-03,New Sale,Strata,129,"17,767",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387395,14,38,Central Region,Geylang
THE REEF AT KING'S DOCK,"3,131,000","1,248.62","2,508",22-Sep-21,22 HARBOURFRONT AVENUE #05-66,New Sale,Strata,116,"26,991",-,Condominium,1,99 yrs from 12/01/2021,Uncompleted,N.A,98001,4,9,Central Region,Bukit Merah
GALAXY TOWERS,"1,700,000","1,399.32","1,215",22-Sep-21,30 ONAN ROAD #16-03,Resale,Strata,130,"13,077",-,Apartment,1,Freehold,1989,HDB,424482,15,42,Central Region,Geylang
MENDON SPRING,"1,290,000","1,054.87","1,223",22-Sep-21,198 PASIR PANJANG ROAD #04-07,Resale,Strata,98,"13,163",-,Apartment,1,Freehold,2002,HDB,117526,5,11,Central Region,Queenstown
THE ROCHESTER RESIDENCES,"1,260,000","1,022.58","1,232",22-Sep-21,33 ROCHESTER DRIVE #29-12,Resale,Strata,95,"13,263",-,Apartment,1,99 yrs from 02/02/2005,2011,HDB,138638,5,13,Central Region,Queenstown
TANGLIN VIEW,"2,308,000","1,711.48","1,349",22-Sep-21,150 PRINCE CHARLES CRESCENT #17-03,Resale,Strata,159,"14,516",-,Condominium,1,99 yrs from 17/05/1997,2001,HDB,159012,3,15,Central Region,Bukit Merah
PRINCIPAL GARDEN,"920,000",484.38,"1,899",22-Sep-21,97 PRINCE CHARLES CRESCENT #21-19,Resale,Strata,45,"20,444",-,Condominium,1,99 yrs from 21/07/2014,2018,Private,159028,3,15,Central Region,Bukit Merah
SIMS RESIDENCES,"1,350,000","1,420.85",950,22-Sep-21,8 LORONG 39 GEYLANG #07-14,Resale,Strata,132,"10,227",-,Apartment,1,99 yrs from 11/08/1997,2002,Private,387882,14,38,Central Region,Geylang
BARTLEY RIDGE,"2,020,000","1,550.02","1,303",22-Sep-21,38 MOUNT VERNON ROAD #07-28,Resale,Strata,144,"14,028",-,Condominium,1,99 yrs from 16/04/2012,2016,HDB,368059,13,36,Central Region,Toa Payoh
L'VIV,"1,250,000",613.55,"2,037",22-Sep-21,23 NEWTON ROAD #10-01,Resale,Strata,57,"21,930",-,Apartment,1,Freehold,2013,Private,307955,11,30,Central Region,Novena
THE BOULEVARD RESIDENCE,"5,200,000","2,034.40","2,556",22-Sep-21,6 CUSCADEN WALK #27-02,Resale,Strata,189,"27,513",-,Apartment,1,Freehold,2005,Private,249691,10,24,Central Region,River Valley
N.A.,"4,400,888","1,812.66","2,428",22-Sep-21,112 ENG KONG ROAD,Resale,Land,168.4,"26,134",-,Terrace House,1,Freehold,-,Private,599078,21,59,Central Region,Bukit Timah
N.A.,"13,100,000","18,748.74",699,22-Sep-21,2A GREENBANK PARK,Resale,Land,"1,741.80","7,521",-,Detached House,1,Freehold,2001,Private,589415,21,58,Central Region,Bukit Timah
THE IMPERIAL,"2,200,000",979.52,"2,246",22-Sep-21,9 JALAN RUMBIA #07-14,Resale,Strata,91,"24,176",-,Condominium,1,Freehold,2006,Private,239620,9,23,Central Region,Museum
REFLECTIONS AT KEPPEL BAY,"2,030,000","1,270.15","1,598",22-Sep-21,27 KEPPEL BAY VIEW #07-84,Resale,Strata,118,"17,203",-,Condominium,1,99 yrs from 15/03/2006,2011,Private,98416,4,9,Central Region,Bukit Merah
SPOTTISWOODE RESIDENCES,"1,390,000",602.78,"2,306",22-Sep-21,48 SPOTTISWOODE PARK ROAD #34-08,Resale,Strata,56,"24,821",-,Condominium,1,Freehold,2013,Private,88660,2,8,Central Region,Bukit Merah
QUEENS,"1,670,000","1,184.04","1,410",22-Sep-21,12 STIRLING ROAD #19-13,Resale,Strata,110,"15,182",-,Condominium,1,99 yrs from 16/02/1998,2002,Private,148955,3,14,Central Region,Queenstown
THE WHITLEY RESIDENCES,"5,100,000","6,167.77",827,22-Sep-21,135C WHITLEY ROAD,Resale,Strata,573,"8,901",-,Semi-Detached House,1,Freehold,2016,Private,297662,11,29,Central Region,Novena
N.A.,"7,911,000","3,596.25","2,200",22-Sep-21,96 NAMLY PLACE,Resale,Land,334.1,"23,679",-,Semi-Detached House,1,Freehold,2012,Private,267259,10,26,Central Region,Bukit Timah
CELESTIA,"1,480,000","1,517.72",975,22-Sep-21,160 JOO CHIAT TERRACE #05-08,Resale,Strata,141,"10,496",-,Apartment,1,Freehold,2009,Private,427305,15,42,Central Region,Geylang
PRINCIPAL GARDEN,"1,530,000",785.77,"1,947",22-Sep-21,95 PRINCE CHARLES CRESCENT #14-13,Resale,Strata,73,"20,959",-,Condominium,1,99 yrs from 21/07/2014,2018,Private,159027,3,15,Central Region,Bukit Merah
DUKES RESIDENCE,"2,150,000","1,076.40","1,997",22-Sep-21,27 DUKE'S ROAD #02-12,Resale,Strata,100,"21,500",-,Apartment,1,Freehold,2011,HDB,268908,10,26,Central Region,Bukit Timah
FOUR SEASONS PARK,"9,500,000","2,873.99","3,306",22-Sep-21,8 CUSCADEN WALK #10-02,Resale,Strata,267,"35,581",-,Condominium,1,Freehold,1994,Private,249692,10,24,Central Region,River Valley
ROYALGREEN,"1,849,920",667.37,"2,772",22-Sep-21,6A ANAMALAI AVENUE #04-47,New Sale,Strata,62,"29,837",-,Condominium,1,Freehold,Uncompleted,N.A,279995,10,27,Central Region,Bukit Timah
ONE SHENTON,"9,500,000","6,027.84","1,576",22-Sep-21,1 SHENTON WAY #16-03,Resale,Strata,560,"16,964",-,Apartment,1,99 yrs from 14/10/2005,2011,Private,68803,1,6,Central Region,Downtown Core
SKY HABITAT,"1,780,000","1,162.51","1,531",22-Sep-21,7 BISHAN STREET 15 #24-06,Resale,Strata,108,"16,481",-,Condominium,1,99 yrs from 30/05/2011,2015,HDB,573908,20,57,Central Region,Bishan
THE LAURELS,"2,380,000",882.65,"2,696",22-Sep-21,38 CAIRNHILL ROAD #11-07,Resale,Strata,82,"29,024",-,Condominium,1,Freehold,2013,Private,229658,9,22,Central Region,Newton
THE WOODLEIGH RESIDENCES,"2,735,000","1,270.15","2,153",23-Sep-21,13 BIDADARI PARK DRIVE #13-03,New Sale,Strata,118,"23,178",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367804,13,36,Central Region,Toa Payoh
FOURTH AVENUE RESIDENCES,"2,376,000",968.76,"2,453",23-Sep-21,18 FOURTH AVENUE #03-69,New Sale,Strata,90,"26,400",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,Private,268679,10,26,Central Region,Bukit Timah
NYON,"2,000,000",818.06,"2,445",23-Sep-21,12 AMBER ROAD #17-02,New Sale,Strata,76,"26,316",-,Apartment,1,Freehold,Uncompleted,N.A,439858,15,43,Central Region,Marine Parade
THE HYDE,"4,429,000","1,474.67","3,003",23-Sep-21,11 BALMORAL ROAD #12-03,New Sale,Strata,137,"32,328",-,Condominium,1,Freehold,Uncompleted,N.A,259796,10,25,Central Region,Tanglin
THE HYDE,"2,336,000",818.06,"2,856",23-Sep-21,11 BALMORAL ROAD #06-10,New Sale,Strata,76,"30,737",-,Condominium,1,Freehold,Uncompleted,N.A,259796,10,25,Central Region,Tanglin
COASTLINE RESIDENCES,"2,741,000","1,108.69","2,472",23-Sep-21,7 AMBER ROAD #13-01,New Sale,Strata,103,"26,612",-,Apartment,1,Freehold,Uncompleted,N.A,439953,15,43,Central Region,Marine Parade
COASTLINE RESIDENCES,"2,804,000","1,108.69","2,529",23-Sep-21,7 AMBER ROAD #15-01,New Sale,Strata,103,"27,223",-,Apartment,1,Freehold,Uncompleted,N.A,439953,15,43,Central Region,Marine Parade
NORMANTON PARK,"1,983,000","1,076.40","1,842",23-Sep-21,61 NORMANTON PARK #15-77,New Sale,Strata,100,"19,830",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,Private,117286,5,11,Central Region,Queenstown
RIVIERE,"4,270,000","1,506.96","2,834",23-Sep-21,3 JIAK KIM STREET #15-13,New Sale,Strata,140,"30,500",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,169424,3,16,Central Region,Singapore River
AVENUE SOUTH RESIDENCE,"1,649,000",688.9,"2,394",23-Sep-21,11 SILAT AVENUE #53-35,New Sale,Strata,64,"25,766",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,168877,3,16,Central Region,Bukit Merah
MEYER MANSION,"1,908,900",688.9,"2,771",23-Sep-21,79 MEYER ROAD #09-05,New Sale,Strata,64,"29,827",-,Apartment,1,Freehold,Uncompleted,Private,437906,15,43,Central Region,Marine Parade
THE M,"1,660,000",613.55,"2,706",23-Sep-21,38 MIDDLE ROAD #16-38,New Sale,Strata,57,"29,123",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188947,7,18,Central Region,Downtown Core
THE AVENIR,"3,629,000","1,140.98","3,181",23-Sep-21,8 RIVER VALLEY CLOSE #23-03,New Sale,Strata,106,"34,236",-,Condominium,1,Freehold,Uncompleted,N.A,238432,9,23,Central Region,River Valley
THE AVENIR,"4,649,000","1,528.49","3,042",23-Sep-21,8 RIVER VALLEY CLOSE #14-05,New Sale,Strata,142,"32,739",-,Condominium,1,Freehold,Uncompleted,N.A,238432,9,23,Central Region,River Valley
LEEDON GREEN,"2,950,000","1,044.11","2,825",23-Sep-21,28 LEEDON HEIGHTS #03-15,New Sale,Strata,97,"30,412",-,Condominium,1,Freehold,Uncompleted,N.A,266222,10,26,Central Region,Bukit Timah
LEEDON GREEN,"1,446,000",538.2,"2,687",23-Sep-21,32 LEEDON HEIGHTS #02-31,New Sale,Strata,50,"28,920",-,Condominium,1,Freehold,Uncompleted,N.A,266075,10,26,Central Region,Bukit Timah
LEEDON GREEN,"1,815,000",710.42,"2,555",23-Sep-21,36 LEEDON HEIGHTS #04-47,New Sale,Strata,66,"27,500",-,Condominium,1,Freehold,Uncompleted,N.A,266077,10,26,Central Region,Bukit Timah
ONE-NORTH EDEN,"2,580,000","1,399.32","1,844",23-Sep-21,10 SLIM BARRACKS RISE #03-12,New Sale,Strata,130,"19,846",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,138493,5,13,Central Region,Queenstown
IRWELL HILL RESIDENCES,"1,404,000",495.14,"2,836",23-Sep-21,2 IRWELL HILL #28-04,New Sale,Strata,46,"30,522",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,239588,9,23,Central Region,River Valley
SERAYA BREEZE,"1,400,000","1,001.05","1,399",23-Sep-21,3 SERAYA ROAD #01-02,Resale,Strata,93,"15,054",-,Apartment,1,Freehold,2001,Private,437235,15,43,Central Region,Marine Parade
CITYVISTA RESIDENCES,"4,063,888","2,142.04","1,897",23-Sep-21,21 PECK HAY ROAD #07-04,Resale,Strata,199,"20,422",-,Condominium,1,Freehold,2010,Private,228314,9,22,Central Region,Newton
RIVERGATE,"7,280,000","3,100.03","2,348",23-Sep-21,99 ROBERTSON QUAY #41-12,Resale,Strata,288,"25,278",-,Apartment,1,Freehold,2009,Private,238258,9,23,Central Region,Singapore River
GUILLEMARD EDGE,"618,000",409.03,"1,511",23-Sep-21,38 LORONG 30 GEYLANG #06-12,Resale,Strata,38,"16,263",-,Apartment,1,Freehold,2014,Private,398371,14,39,Central Region,Geylang
MARINA BAY RESIDENCES,"2,400,000","1,130.22","2,123",23-Sep-21,18 MARINA BOULEVARD #46-02,Resale,Strata,105,"22,857",-,Condominium,1,99 yrs from 11/10/2005,2010,Private,18980,1,1,Central Region,Downtown Core
COTE D'AZUR,"2,450,000","1,539.25","1,592",23-Sep-21,66 MARINE PARADE ROAD #11-10,Resale,Strata,143,"17,133",-,Condominium,1,99 yrs from 25/07/2001,2004,Private,449300,15,44,Central Region,Marine Parade
COTE D'AZUR,"1,974,999","1,388.56","1,422",23-Sep-21,68 MARINE PARADE ROAD #13-19,Resale,Strata,129,"15,310",-,Condominium,1,99 yrs from 25/07/2001,2004,HDB,449301,15,44,Central Region,Marine Parade
BARTLEY RIDGE,"750,000",495.14,"1,515",23-Sep-21,46 MOUNT VERNON ROAD #08-49,Resale,Strata,46,"16,304",-,Condominium,1,99 yrs from 16/04/2012,2016,HDB,368063,13,36,Central Region,Toa Payoh
SKY VUE,"1,250,000",678.13,"1,843",23-Sep-21,3 BISHAN STREET 15 #17-12,Resale,Strata,63,"19,841",-,Condominium,1,99 yrs from 04/03/2013,2016,Private,573911,20,57,Central Region,Bishan
SKY VUE,"1,515,000",796.54,"1,902",23-Sep-21,3 BISHAN STREET 15 #32-19,Resale,Strata,74,"20,473",-,Condominium,1,99 yrs from 04/03/2013,2016,Private,573911,20,57,Central Region,Bishan
WATERBANK AT DAKOTA,"1,800,000","1,130.22","1,593",23-Sep-21,82 DAKOTA CRESCENT #02-25,Resale,Strata,105,"17,143",-,Condominium,1,99 yrs from 07/12/2009,2013,HDB,399947,14,39,Central Region,Geylang
