Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE SAIL @ MARINA BAY,"1,050,000",613.55,"1,711",02-Sep-21,6 MARINA BOULEVARD #41-16,Resale,Strata,57,"18,421",-,Apartment,1,99 yrs from 12/08/2002,2008,Private,18985,1,1,Central Region,Downtown Core
BOONVIEW,"958,000",645.84,"1,483",02-Sep-21,1 MARYMOUNT TERRACE #05-01,Resale,Strata,60,"15,967",-,Condominium,1,Freehold,2003,Private,574036,20,57,Central Region,Bishan
QUEENS,"1,680,000","1,184.04","1,419",02-Sep-21,10 STIRLING ROAD #27-06,Resale,Strata,110,"15,273",-,Condominium,1,99 yrs from 16/02/1998,2002,HDB,148954,3,14,Central Region,Queenstown
CAPITOL PARK,"25,500,000","13,906.01","1,834",02-Sep-21,50 CHEE HOON AVENUE,Resale,Land,"1,291.90","19,738",-,Detached House,1,Freehold,1958,Private,299767,11,29,Central Region,Novena
THOMSON PARK,"3,000,000","1,691.02","1,774",02-Sep-21,45 JALAN IKAN MERAH,Resale,Land,157.1,"19,096",-,Terrace House,1,Freehold,-,Private,578074,20,57,Central Region,Bishan
TANJONG RIA CONDOMINIUM,"969,000",807.3,"1,200",02-Sep-21,121 TANJONG RHU ROAD #02-32,Resale,Strata,75,"12,920",-,Condominium,1,99 yrs from 31/05/1993,1997,Private,436914,15,43,Central Region,Kallang
THE GARDENS AT BISHAN,"1,630,000","1,205.57","1,352",02-Sep-21,7 SIN MING WALK #16-10,Resale,Strata,112,"14,554",-,Condominium,1,99 yrs from 22/03/1997,2004,Private,575577,20,57,Central Region,Bishan
CAIRNHILL CONSERVATION AREA,"10,000,000","2,561.83","3,903",02-Sep-21,116 CAIRNHILL ROAD,Resale,Land,238,"42,017",-,Terrace House,1,Freehold,-,Private,229702,9,22,Central Region,Newton
PRINCIPAL GARDEN,"1,605,000",785.77,"2,043",02-Sep-21,97 PRINCE CHARLES CRESCENT #23-21,Resale,Strata,73,"21,986",-,Condominium,1,99 yrs from 21/07/2014,2018,Private,159028,3,15,Central Region,Bukit Merah
VIVACE,"940,000",452.09,"2,079",02-Sep-21,19 TONG WATT ROAD #05-09,Resale,Strata,42,"22,381",-,Apartment,1,999 yrs from 01/07/1841,2012,Private,238011,9,23,Central Region,River Valley
MONTCLAIR @ WHITLEY,"3,200,000","4,068.79",786,02-Sep-21,121B WHITLEY ROAD #01-05,Resale,Strata,378,"8,466",-,Semi-Detached House,1,Freehold,2011,Private,297814,11,29,Central Region,Novena
HERITAGE VIEW,"1,223,000",968.76,"1,262",02-Sep-21,10 DOVER RISE #14-01,Resale,Strata,90,"13,589",-,Condominium,1,99 yrs from 12/08/1996,2000,HDB,138680,5,13,Central Region,Queenstown
THE MERLOT,"710,000",516.67,"1,374",02-Sep-21,101 KENG LEE ROAD #03-02,Resale,Strata,48,"14,792",-,Apartment,1,Freehold,2009,Private,219261,8,21,Central Region,Kallang
PARK INFINIA AT WEE NAM,"2,550,000","1,130.22","2,256",02-Sep-21,2A LINCOLN ROAD #26-04,Resale,Strata,105,"24,286",-,Condominium,1,Freehold,2008,Private,308364,11,30,Central Region,Novena
BOULEVARD 88,"6,377,100","1,776.06","3,591",03-Sep-21,86 ORCHARD BOULEVARD #03-02,New Sale,Strata,165,"38,649",-,Apartment,1,Freehold,Uncompleted,N.A,248655,10,24,Central Region,Orchard
FOURTH AVENUE RESIDENCES,"2,696,000","1,130.22","2,385",03-Sep-21,4 FOURTH AVENUE #01-07,New Sale,Strata,105,"25,676",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,268672,10,26,Central Region,Bukit Timah
FOURTH AVENUE RESIDENCES,"2,406,000",914.94,"2,630",03-Sep-21,8 FOURTH AVENUE #10-26,New Sale,Strata,85,"28,306",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,268674,10,26,Central Region,Bukit Timah
NYON,"2,637,000","1,216.33","2,168",03-Sep-21,12 AMBER ROAD #08-02,New Sale,Strata,113,"23,336",-,Apartment,1,Freehold,Uncompleted,Private,439858,15,43,Central Region,Marine Parade
THE ANTARES,"2,302,000","1,367.03","1,684",03-Sep-21,23 MATTAR ROAD #06-21,New Sale,Strata,127,"18,126",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,387730,14,38,Central Region,Geylang
15 HOLLAND HILL,"13,660,000","3,907.33","3,496",03-Sep-21,15 HOLLAND HILL #11-01,New Sale,Strata,363,"37,631",-,Apartment,1,Freehold,Uncompleted,Private,278735,10,27,Central Region,Bukit Timah
RIVIERE,"2,372,560",818.06,"2,900",03-Sep-21,1 JIAK KIM STREET #22-02,New Sale,Strata,76,"31,218",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,169423,3,16,Central Region,Singapore River
VERDALE,"1,246,000",699.66,"1,781",03-Sep-21,8 DE SOUZA AVENUE #03-17,New Sale,Strata,65,"19,169",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599461,21,59,Central Region,Bukit Timah
VERDALE,"1,733,900","1,001.05","1,732",03-Sep-21,8 DE SOUZA AVENUE #03-22,New Sale,Strata,93,"18,644",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599461,21,59,Central Region,Bukit Timah
AVENUE SOUTH RESIDENCE,"2,128,000",947.23,"2,247",03-Sep-21,13 SILAT AVENUE #46-42,New Sale,Strata,88,"24,182",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,HDB,168878,3,16,Central Region,Bukit Merah
THE M,"1,404,000",527.44,"2,662",03-Sep-21,38 MIDDLE ROAD #15-41,New Sale,Strata,49,"28,653",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,188947,7,18,Central Region,Downtown Core
PULLMAN RESIDENCES NEWTON,"4,005,000","1,377.79","2,907",03-Sep-21,18 DUNEARN ROAD #15-09,New Sale,Strata,128,"31,289",-,Apartment,1,Freehold,Uncompleted,Private,309421,11,30,Central Region,Novena
RESIDENCES @ EVELYN,"2,150,000","1,140.98","1,884",03-Sep-21,15 EVELYN ROAD #08-04,Resale,Strata,106,"20,283",-,Condominium,1,Freehold,2007,Private,309311,11,30,Central Region,Novena
ICON,"1,030,000",581.26,"1,772",03-Sep-21,10 GOPENG STREET #21-05,Resale,Strata,54,"19,074",-,Apartment,1,99 yrs from 29/01/2002,2007,Private,78878,2,7,Central Region,Downtown Core
ADAM PARK CONDOMINIUM,"3,300,000","2,734.06","1,207",03-Sep-21,29 ADAM ROAD #05-03,Resale,Strata,254,"12,992",-,Condominium,1,Freehold,2004,Private,289901,11,28,Central Region,Bukit Timah
ONE AMBER,"2,300,000","1,334.74","1,723",03-Sep-21,9 AMBER GARDENS #10-26,Resale,Strata,124,"18,548",-,Condominium,1,Freehold,2010,Private,439958,15,43,Central Region,Marine Parade
STURDEE RESIDENCES,"828,000",419.8,"1,972",03-Sep-21,10 BEATTY ROAD #25-04,Sub Sale,Strata,39,"21,231",-,Condominium,1,99 yrs from 29/06/2015,2019,HDB,209955,8,20,Central Region,Kallang
MAPLE WOODS,"4,318,000","2,551.07","1,693",03-Sep-21,989 BUKIT TIMAH ROAD #09-08,Resale,Strata,237,"18,219",-,Condominium,1,Freehold,1997,Private,589629,21,58,Central Region,Bukit Timah
CHANCERY PARK,"2,950,000","1,679.18","1,757",03-Sep-21,11 CHANCERY LANE #03-02,Resale,Strata,156,"18,910",-,Condominium,1,Freehold,1991,HDB,309502,11,30,Central Region,Novena
TURQUOISE,"3,083,590","2,142.04","1,440",03-Sep-21,51 COVE DRIVE #03-03,Resale,Strata,199,"15,495",-,Condominium,1,99 yrs from 12/03/2007,2010,Private,98393,4,9,Central Region,Southern Islands
TURQUOISE,"3,157,910","2,098.98","1,504",03-Sep-21,51 COVE DRIVE #03-04,Resale,Strata,195,"16,194",-,Condominium,1,99 yrs from 12/03/2007,2010,Private,98393,4,9,Central Region,Southern Islands
THE INTERLACE,"1,305,000","1,001.05","1,304",03-Sep-21,194 DEPOT ROAD #10-26,Resale,Strata,93,"14,032",-,Condominium,1,99 yrs from 11/02/2009,2013,HDB,109691,4,10,Central Region,Bukit Merah
SOPHIA RESIDENCE,"2,510,000","1,431.61","1,753",03-Sep-21,9 SOPHIA ROAD #05-19,Resale,Strata,133,"18,872",-,Condominium,1,Freehold,2014,Private,228193,9,22,Central Region,Rochor
THE LINE @ TANJONG RHU,"2,539,008","1,216.33","2,087",03-Sep-21,6 TANJONG RHU ROAD #09-03,Resale,Strata,113,"22,469",-,Condominium,1,Freehold,2016,Private,436883,15,43,Central Region,Kallang
NOTTINGHILL SUITES,"848,000",613.55,"1,382",03-Sep-21,29A TOH TUCK ROAD #04-11,Resale,Strata,57,"14,877",-,Apartment,1,Freehold,2014,Private,596195,21,59,Central Region,Bukit Timah
M21,"2,310,000","1,345.50","1,717",03-Sep-21,21 MANDALAY ROAD #11-02,Resale,Strata,125,"18,480",-,Apartment,1,Freehold,2010,Private,308208,11,30,Central Region,Novena
THE SAIL @ MARINA BAY,"1,260,000",656.6,"1,919",03-Sep-21,2 MARINA BOULEVARD #39-07,Resale,Strata,61,"20,656",-,Apartment,1,99 yrs from 12/08/2002,2008,Private,18987,1,1,Central Region,Downtown Core
MARINA ONE RESIDENCES,"4,388,571","1,582.31","2,774",03-Sep-21,23 MARINA WAY #25-28,Resale,Strata,147,"29,854",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,18979,1,1,Central Region,Downtown Core
MEYER RESIDENCE,"1,750,000",904.18,"1,935",03-Sep-21,3 MEYER PLACE #15-01,Resale,Strata,84,"20,833",-,Apartment,1,Freehold,2009,HDB,437991,15,43,Central Region,Marine Parade
MONTEBLEU,"1,510,000",850.36,"1,776",03-Sep-21,8 MINBU ROAD #25-06,Resale,Strata,79,"19,114",-,Condominium,1,Freehold,2010,HDB,308162,11,30,Central Region,Novena
YONG AN PARK,"12,500,000","6,576.80","1,901",03-Sep-21,329 RIVER VALLEY ROAD #25-02,Resale,Strata,611,"20,458",-,Condominium,1,Freehold,1986,Private,238361,9,23,Central Region,River Valley
THE LINCOLN MODERN,"1,750,000","1,108.69","1,578",03-Sep-21,20 LINCOLN ROAD #12-02,Resale,Strata,103,"16,990",-,Apartment,1,Freehold,2003,Private,308353,11,30,Central Region,Novena
N.A.,"1,200,000","1,011.82","1,186",03-Sep-21,80A LORONG 25A GEYLANG,Resale,Strata,94,"12,766",-,Apartment,1,Freehold,-,HDB,388260,14,38,Central Region,Geylang
MELOSA,"655,000",505.91,"1,295",03-Sep-21,28 LORONG 28 GEYLANG #02-03,Resale,Strata,47,"13,936",-,Apartment,1,Freehold,2013,HDB,398432,14,39,Central Region,Geylang
CITYSCAPE @FARRER PARK,"1,610,000","1,119.46","1,438",03-Sep-21,101 MERGUI ROAD #17-01,Resale,Strata,104,"15,481",-,Condominium,1,Freehold,2014,Private,219067,8,21,Central Region,Kallang
BELLERIVE,"3,900,000","2,734.06","1,426",03-Sep-21,9 KENG CHIN ROAD #15-02,Resale,Strata,254,"15,354",-,Apartment,1,Freehold,2011,HDB,258711,10,25,Central Region,Tanglin
TURQUOISE,"2,852,170","2,109.74","1,352",03-Sep-21,51 COVE DRIVE #01-02,Resale,Strata,196,"14,552",-,Condominium,1,99 yrs from 12/03/2007,2010,Private,98393,4,9,Central Region,Southern Islands
SKY GREEN,"1,335,000",796.54,"1,676",03-Sep-21,570 MACPHERSON ROAD #13-11,Resale,Strata,74,"18,041",-,Condominium,1,Freehold,2015,HDB,368237,13,36,Central Region,Geylang
ESPADA,"1,442,888",645.84,"2,234",03-Sep-21,48 ST. THOMAS WALK #16-08,Resale,Strata,60,"24,048",-,Apartment,1,Freehold,2013,Private,238126,9,23,Central Region,River Valley
STURDEE RESIDENCES,"1,250,000",656.6,"1,904",03-Sep-21,10 BEATTY ROAD #28-07,Sub Sale,Strata,61,"20,492",-,Condominium,1,99 yrs from 29/06/2015,2019,Private,209955,8,20,Central Region,Kallang
BARTLEY VUE,"1,428,810",731.95,"1,952",03-Sep-21,6 JALAN BUNGA RAMPAI #13-03,New Sale,Strata,68,"21,012",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538310,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,441,420",731.95,"1,969",03-Sep-21,6 JALAN BUNGA RAMPAI #15-03,New Sale,Strata,68,"21,197",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,Private,538310,19,53,Central Region,Toa Payoh
THE LIGHT @ CAIRNHILL,"3,550,000","1,689.95","2,101",03-Sep-21,19 CAIRNHILL CIRCLE #10-01,Resale,Strata,157,"22,611",-,Condominium,1,Freehold,2004,HDB,229768,9,22,Central Region,Newton
THE SAIL @ MARINA BAY,"1,460,000",861.12,"1,695",03-Sep-21,6 MARINA BOULEVARD #44-15,Resale,Strata,80,"18,250",-,Apartment,1,99 yrs from 12/08/2002,2008,Private,18985,1,1,Central Region,Downtown Core
THE CREEK @ BUKIT,"1,500,000",861.12,"1,742",03-Sep-21,15 TOH TUCK ROAD #01-24,Resale,Strata,80,"18,750",-,Condominium,1,Freehold,2017,Private,596198,21,59,Central Region,Bukit Timah
BALESTIER POINT,"1,420,000","1,313.21","1,081",03-Sep-21,279 BALESTIER ROAD #12-01,Resale,Strata,122,"11,639",-,Apartment,1,Freehold,1986,HDB,329727,12,32,Central Region,Novena
NORMANTON PARK,"996,000",516.67,"1,928",04-Sep-21,57 NORMANTON PARK #22-54,New Sale,Strata,48,"20,750",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,HDB,117284,5,11,Central Region,Queenstown
THE ANTARES,"1,634,000",882.65,"1,851",04-Sep-21,25 MATTAR ROAD #09-23,New Sale,Strata,82,"19,927",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,HDB,387731,14,38,Central Region,Geylang
VERDALE,"1,302,800",731.95,"1,780",04-Sep-21,2 DE SOUZA AVENUE #03-01,New Sale,Strata,68,"19,159",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,HDB,599458,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,555,000",731.95,"2,124",04-Sep-21,32 TOH TUCK ROAD #04-02,New Sale,Strata,68,"22,868",-,Apartment,1,Freehold,Uncompleted,N.A,596710,21,59,Central Region,Bukit Timah
PENROSE,"2,092,000","1,184.04","1,767",04-Sep-21,26 SIMS DRIVE #16-20,New Sale,Strata,110,"19,018",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387398,14,38,Central Region,Geylang
IRWELL HILL RESIDENCES,"1,730,000",624.31,"2,771",04-Sep-21,2 IRWELL HILL #26-07,New Sale,Strata,58,"29,828",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,239588,9,23,Central Region,River Valley
BARTLEY VUE,"2,470,000","1,356.26","1,821",04-Sep-21,6 JALAN BUNGA RAMPAI #11-02,New Sale,Strata,126,"19,603",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,Private,538310,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,433,000",731.95,"1,958",04-Sep-21,6 JALAN BUNGA RAMPAI #08-03,New Sale,Strata,68,"21,074",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538310,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,420,000",731.95,"1,940",04-Sep-21,6 JALAN BUNGA RAMPAI #07-03,New Sale,Strata,68,"20,882",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538310,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,367,000",731.95,"1,868",04-Sep-21,6 JALAN BUNGA RAMPAI #02-03,New Sale,Strata,68,"20,103",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538310,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,422,000",731.95,"1,943",04-Sep-21,6 JALAN BUNGA RAMPAI #12-03,New Sale,Strata,68,"20,912",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538310,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,440,000",731.95,"1,967",04-Sep-21,6 JALAN BUNGA RAMPAI #09-03,New Sale,Strata,68,"21,176",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538310,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,407,000",731.95,"1,922",04-Sep-21,6 JALAN BUNGA RAMPAI #05-03,New Sale,Strata,68,"20,691",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538310,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,389,000",731.95,"1,898",04-Sep-21,6 JALAN BUNGA RAMPAI #08-04,New Sale,Strata,68,"20,426",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538310,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,363,000",731.95,"1,862",04-Sep-21,6 JALAN BUNGA RAMPAI #05-04,New Sale,Strata,68,"20,044",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,Private,538310,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,350,000",731.95,"1,844",04-Sep-21,6 JALAN BUNGA RAMPAI #03-04,New Sale,Strata,68,"19,853",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538310,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,336,000",731.95,"1,825",04-Sep-21,8 JALAN BUNGA RAMPAI #04-05,New Sale,Strata,68,"19,647",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538311,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,330,000",731.95,"1,817",04-Sep-21,8 JALAN BUNGA RAMPAI #03-05,New Sale,Strata,68,"19,559",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,Private,538311,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,349,000",731.95,"1,843",04-Sep-21,8 JALAN BUNGA RAMPAI #06-05,New Sale,Strata,68,"19,838",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,Private,538311,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,274,000",656.6,"1,940",04-Sep-21,8 JALAN BUNGA RAMPAI #07-06,New Sale,Strata,61,"20,885",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,Private,538311,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,287,000",656.6,"1,960",04-Sep-21,8 JALAN BUNGA RAMPAI #08-06,New Sale,Strata,61,"21,098",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,HDB,538311,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,305,000",656.6,"1,987",04-Sep-21,8 JALAN BUNGA RAMPAI #10-06,New Sale,Strata,61,"21,393",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,HDB,538311,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,268,000",656.6,"1,931",04-Sep-21,8 JALAN BUNGA RAMPAI #06-06,New Sale,Strata,61,"20,787",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,Private,538311,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,243,000",656.6,"1,893",04-Sep-21,8 JALAN BUNGA RAMPAI #03-06,New Sale,Strata,61,"20,377",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538311,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,293,000",656.6,"1,969",04-Sep-21,8 JALAN BUNGA RAMPAI #09-06,New Sale,Strata,61,"21,197",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,Private,538311,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,262,000",656.6,"1,922",04-Sep-21,8 JALAN BUNGA RAMPAI #05-06,New Sale,Strata,61,"20,689",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538311,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,649,000",947.23,"1,741",04-Sep-21,8 JALAN BUNGA RAMPAI #03-07,New Sale,Strata,88,"18,739",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538311,19,53,Central Region,Toa Payoh
BARTLEY VUE,"1,683,000",947.23,"1,777",04-Sep-21,8 JALAN BUNGA RAMPAI #07-07,New Sale,Strata,88,"19,125",-,Apartment,1,99 yrs from 13/04/2020,Uncompleted,N.A,538311,19,53,Central Region,Toa Payoh
AMBER PARK,"5,188,860","2,142.04","2,422",05-Sep-21,18A AMBER GARDENS #18-22,New Sale,Strata,199,"26,075",-,Condominium,1,Freehold,Uncompleted,N.A,439981,15,43,Central Region,Marine Parade
KENT RIDGE HILL RESIDENCES,"3,291,000","1,926.76","1,708",05-Sep-21,66 SOUTH BUONA VISTA ROAD #05-66,New Sale,Strata,179,"18,385",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,118175,5,11,Central Region,Queenstown
VERDALE,"1,269,700",699.66,"1,815",05-Sep-21,8 DE SOUZA AVENUE #01-17,New Sale,Strata,65,"19,534",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599461,21,59,Central Region,Bukit Timah
AVENUE SOUTH RESIDENCE,"1,489,000",656.6,"2,268",05-Sep-21,13 SILAT AVENUE #40-45,New Sale,Strata,61,"24,410",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,Private,168878,3,16,Central Region,Bukit Merah
MYRA,"1,830,000",871.88,"2,099",05-Sep-21,9 MEYAPPA CHETTIAR ROAD #06-05,New Sale,Strata,81,"22,593",-,Apartment,1,Freehold,Uncompleted,Private,358456,13,35,Central Region,Toa Payoh
FORETT AT BUKIT TIMAH,"2,913,000","1,582.31","1,841",05-Sep-21,36B TOH TUCK ROAD #05-72,New Sale,Strata,147,"19,816",-,Apartment,1,Freehold,Uncompleted,N.A,596115,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,508,000",731.95,"2,060",05-Sep-21,40 TOH TUCK ROAD #02-92,New Sale,Strata,68,"22,176",-,Apartment,1,Freehold,Uncompleted,Private,596717,21,59,Central Region,Bukit Timah
N.A.,"3,660,000","1,905.23","1,921",06-Sep-21,284C ONAN ROAD,Resale,Land,177,"20,678",-,Terrace House,1,Freehold,1973,Private,424667,15,42,Central Region,Marine Parade
RIVERGATE,"2,740,000","1,054.87","2,597",06-Sep-21,99 ROBERTSON QUAY #37-13,Resale,Strata,98,"27,959",-,Apartment,1,Freehold,2009,Private,238258,9,23,Central Region,Singapore River
V ON SHENTON,"3,924,620","1,754.53","2,237",06-Sep-21,5A SHENTON WAY #48-15,Resale,Strata,163,"24,077",-,Apartment,1,99 yrs from 29/11/2011,2017,Private,68814,1,6,Central Region,Downtown Core
N.A.,"1,350,000","1,259.39","1,072",06-Sep-21,23 SING AVENUE,Resale,Strata,117,"11,538",-,Apartment,1,Freehold,-,HDB,217870,8,21,Central Region,Kallang
1919,"1,180,000",559.73,"2,108",06-Sep-21,110 SOPHIA ROAD #03-06,Resale,Strata,52,"22,692",-,Apartment,1,Freehold,2015,Private,228175,9,22,Central Region,Rochor
EIGHT RIVERSUITES,"1,750,000","1,356.26","1,290",06-Sep-21,10 WHAMPOA EAST #02-26,Resale,Strata,126,"13,889",-,Condominium,1,99 yrs from 11/07/2011,2016,Private,338521,12,33,Central Region,Kallang
THE SHORE RESIDENCES,"1,510,000",893.41,"1,690",06-Sep-21,81 AMBER ROAD #17-04,Resale,Strata,83,"18,193",-,Condominium,1,103 yrs from 18/08/2009,2014,HDB,439893,15,43,Central Region,Marine Parade
SKY VUE,"1,380,000",796.54,"1,733",06-Sep-21,1 BISHAN STREET 15 #16-01,Resale,Strata,74,"18,649",-,Condominium,1,99 yrs from 04/03/2013,2016,Private,573910,20,57,Central Region,Bishan
N.A.,"2,370,000","1,851.41","1,280",06-Sep-21,2 CRANE ROAD,Resale,Strata,172,"13,779",-,Apartment,1,Freehold,1993,HDB,429351,15,42,Central Region,Geylang
DAKOTA RESIDENCES,"1,500,000","1,044.11","1,437",06-Sep-21,34 DAKOTA CRESCENT #05-03,Resale,Strata,97,"15,464",-,Condominium,1,99 yrs from 11/09/2007,2010,Private,399936,14,39,Central Region,Geylang
THE INTERLACE,"2,100,000","1,593.07","1,318",06-Sep-21,208 DEPOT ROAD #11-57,Resale,Strata,148,"14,189",-,Condominium,1,99 yrs from 11/02/2009,2013,HDB,109698,4,10,Central Region,Bukit Merah
HERITAGE VIEW,"1,500,000","1,194.80","1,255",06-Sep-21,6 DOVER RISE #10-03,Resale,Strata,111,"13,514",-,Condominium,1,99 yrs from 12/08/1996,2000,Private,138678,5,13,Central Region,Queenstown
THE GREENWOOD,"3,150,000","2,992.39","1,053",06-Sep-21,219 GREENWOOD AVENUE,Resale,Strata,278,"11,331",-,Terrace House,1,103 yrs from 02/06/2008,2011,Private,286918,11,28,Central Region,Bukit Timah
SHERWOOD TOWER,"700,000",656.6,"1,066",06-Sep-21,3 JALAN ANAK BUKIT #07-07,Resale,Strata,61,"11,475",-,Apartment,1,99 yrs from 30/08/1976,1980,HDB,588998,21,58,Central Region,Bukit Timah
N.A.,"4,180,000","2,092.52","1,998",06-Sep-21,108 JOO CHIAT PLACE,Resale,Land,194.4,"21,502",-,Semi-Detached House,1,Freehold,2015,Private,428085,15,42,Central Region,Geylang
JOO CHIAT MANSIONS,"1,638,000","1,237.86","1,323",06-Sep-21,185 JOO CHIAT PLACE #03-04,Resale,Strata,115,"14,243",-,Apartment,1,Freehold,1986,Private,427897,15,42,Central Region,Geylang
PARK INFINIA AT WEE NAM,"3,088,000","1,442.38","2,141",06-Sep-21,2 LINCOLN ROAD #03-03,Resale,Strata,134,"23,045",-,Condominium,1,Freehold,2008,Private,308342,11,30,Central Region,Novena
THE ARIEL,"1,240,000",925.7,"1,340",06-Sep-21,31 LORONG 105 CHANGI #02-02,Resale,Strata,86,"14,419",-,Apartment,1,Freehold,2011,Private,426536,15,42,Central Region,Geylang
ISUITES @ MARSHALL,"550,000",355.21,"1,548",06-Sep-21,99 MARSHALL ROAD #04-08,Resale,Strata,33,"16,667",-,Apartment,1,Freehold,2012,HDB,424894,15,42,Central Region,Marine Parade
PARC EMILY,"1,770,000",990.29,"1,787",06-Sep-21,7 MOUNT EMILY ROAD #04-13,Resale,Strata,92,"19,239",-,Condominium,1,Freehold,2008,Private,228491,9,22,Central Region,Rochor
LOFT @ NATHAN,"828,888",441.32,"1,878",06-Sep-21,31 NATHAN ROAD #05-06,Resale,Strata,41,"20,217",-,Apartment,1,Freehold,2014,HDB,248749,10,24,Central Region,Tanglin
NORMANTON PARK,"1,980,000","1,097.93","1,803",06-Sep-21,49 NORMANTON PARK #09-20,New Sale,Strata,102,"19,412",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,Private,117280,5,11,Central Region,Queenstown
NORMANTON PARK,"980,000",527.44,"1,858",06-Sep-21,57 NORMANTON PARK #02-62,New Sale,Strata,49,"20,000",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,Private,117284,5,11,Central Region,Queenstown
VERDALE,"1,361,000",731.95,"1,859",06-Sep-21,14 DE SOUZA AVENUE #04-46,New Sale,Strata,68,"20,015",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,Private,599463,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,607,000",721.19,"2,228",06-Sep-21,32B TOH TUCK ROAD #08-16,New Sale,Strata,67,"23,985",-,Apartment,1,Freehold,Uncompleted,N.A,596111,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,038,000",473.62,"2,192",06-Sep-21,34 TOH TUCK ROAD #06-30,New Sale,Strata,44,"23,591",-,Apartment,1,Freehold,Uncompleted,N.A,596712,21,59,Central Region,Bukit Timah
